id,title,abstract
PRJNA899535,Ribosome profiling (Ribo-seq),Seven-day-old Col-0 and vir-1 seedlings collected before (0 time point) and after 4 h of high light treatment were used for Ribosome profiling assays.
PRJNA898432,IL-17/CXCL5 signaling within the oligovascular niche mediates human and mouse white matter injury (Tie2-Cre RiboTAG),"Cerebral small vessel disease and brain white matter injury are worsened by cardiovascular risk factors including obesity. Molecular pathways in cerebral endothelial cells activated by chronic cerebrovascular risk factors alter cell-cell signaling, blocking endogenous and post-ischemic white matter repair. Using cell-specific translating ribosome affinity purification(RiboTag) in white matter endothelia and oligodendrocyte progenitor cells (OPCs), we identify a coordinated interleukin-chemokine signaling cascade within the oligovascular niche of subcortical white matter that is triggered by diet-induced obesity (DIO).DIO induces IL-17B signaling that acts on the cerebral endothelia through IL-17Rb to increase both circulating and local endothelial expression of CXCL5. In white matter endothelia, CXCL5 promotes the association of OPCs with the vasculature and triggers OPC gene expression programs regulating cell migration through chemokine signaling. Targeted blockade of IL-17B reduced vessel-associated OPCs by reducing endothelial CXCL5 expression. In multiple human cohorts, blood levels of CXCL5 function as a diagnostic and prognostic biomarker of vascular cognitive impairment. Overall design: Comparative gene expression profiling from the white matter of Tie2-Cre:RiboTAG mice on either control fat or high fat diet. RiboTAG gene expression analysis performed as IP vs. input"
PRJNA898430,IL-17/CXCL5 signaling within the oligovascular niche mediates human and mouse white matter injury (OPC RiboTAG),"Cerebral small vessel disease and brain white matter injury are worsened by cardiovascular risk factors including obesity. Molecular pathways in cerebral endothelial cells activated by chronic cerebrovascular risk factors alter cell-cell signaling, blocking endogenous and post-ischemic white matter repair. Using cell-specific translating ribosome affinity purification(RiboTag) in white matter endothelia and oligodendrocyte progenitor cells (OPCs), we identify a coordinated interleukin-chemokine signaling cascade within the oligovascular niche of subcortical white matter that is triggered by diet-induced obesity (DIO).DIO induces IL-17B signaling that acts on the cerebral endothelia through IL-17Rb to increase both circulating and local endothelial expression of CXCL5. In white matter endothelia, CXCL5 promotes the association of OPCs with the vasculature and triggers OPC gene expression programs regulating cell migration through chemokine signaling. Targeted blockade of IL-17B reduced vessel-associated OPCs by reducing endothelial CXCL5 expression. In multiple human cohorts, blood levels of CXCL5 function as a diagnostic and prognostic biomarker of vascular cognitive impairment. Overall design: Comparative gene expression profiling from the white matter of Tie2-Cre:RiboTAG mice on either control fat or high fat diet. RiboTAG gene expression analysis performed as IP vs. input"
PRJNA898352,"An mRNA processing pathway suppresses metastasis by governing translational control from the nucleus [Ribo-seq, RNA-seq]","Cancer cells often co-opt post-transcriptional regulatory mechanisms to achieve pathologic expression of gene networks that drive metastasis. Translational control is a major regulatory hub in oncogenesis, however its effects on cancer progression remain poorly understood. To address this, we used ribosome profiling to compare genome-wide translation efficiencies of poorly and highly metastatic breast cancer cells and patient-derived xenografts. We developed novel regression-based methods to analyze ribosome profiling and alternative polyadenylation data, and identified HNRNPC as a translational controller of a specific mRNA regulon. Mechanistically, HNRNPC, in concert with PABPC4, binds near to poly(A) signals, thereby governing the alternative polyadenylation of a set of mRNAs. We found that HNRNPC and PABPC4 are downregulated in highly metastatic cells, which causes HNRNPC-bound mRNAs to undergo 3' UTR lengthening and subsequently, translational repression. We showed that modulating HNRNPC expression impacts the metastatic capacity of breast cancer cells in xenograft mouse models. We also found that a small molecule, previously shown to induce a distal-to-proximal poly(A) site switching, counteracts the HNRNPC-PABPC4 driven deregulation of alternative polyadenylation and decreases the metastatic lung colonization by breast cancer cells in vivo. Overall design: Comparison of translation efficiencies in highly and poorly metastatic breast cancer cell lines"
PRJNA898351,An mRNA processing pathway suppresses metastasis by governing translational control from the nucleus [Quant-seq],"Cancer cells often co-opt post-transcriptional regulatory mechanisms to achieve pathologic expression of gene networks that drive metastasis. Translational control is a major regulatory hub in oncogenesis, however its effects on cancer progression remain poorly understood. To address this, we used ribosome profiling to compare genome-wide translation efficiencies of poorly and highly metastatic breast cancer cells and patient-derived xenografts. We developed novel regression-based methods to analyze ribosome profiling and alternative polyadenylation data, and identified HNRNPC as a translational controller of a specific mRNA regulon. Mechanistically, HNRNPC, in concert with PABPC4, binds near to poly(A) signals, thereby governing the alternative polyadenylation of a set of mRNAs. We found that HNRNPC and PABPC4 are downregulated in highly metastatic cells, which causes HNRNPC-bound mRNAs to undergo 3' UTR lengthening and subsequently, translational repression. We showed that modulating HNRNPC expression impacts the metastatic capacity of breast cancer cells in xenograft mouse models. We also found that a small molecule, previously shown to induce a distal-to-proximal poly(A) site switching, counteracts the HNRNPC-PABPC4 driven deregulation of alternative polyadenylation and decreases the metastatic lung colonization by breast cancer cells in vivo. Overall design: Comparing alternative polyadenylation landscapes in highly and poorly metastatic breast cancer cells"
PRJNA896508,mtRF1 recognises non-canonical stop codons in human mitochondria,"The genetic code that specifies the identity of amino acids incorporated into proteins during protein synthesis is almost universally conserved. Mitochondrial translation deviates from the standard genetic code which includes the reassignment of two arginine codons into stop codons {Jukes, 1993 #438}. Translation termination at these non-canonical stop codons requires a protein factor to release the newly synthesized polypeptide chain, however, the identity of this factor is not known currently{Nadler, 2021 #406}. Here, we used gene editing and ribo-profiling in combination with cryo-electron microscopy to establish that the unusual mitochondrial release factor 1 (mtRF1) detects the non-canonical stop codons. We show that loss of mtRF1 leads to stalling of mitochondrial ribosomes on non-canonical stop codons and consequent reduced translation of cytochrome C oxidase subunit 1 that results in decreased mitochondrial respiration. We show that binding of mtRF1 to the decoding center of the ribosome stabilizes a highly unusual distortion in the mRNA conformation and that the ribosomal RNA importantly participates in the specific recognition of the non-canonical stop codons. Overall design: Ribosome profiling (Ribo-Seq) of mtRF1 KO and WT CAL51 cells (n=1)"
PRJNA896488,Differential expression analysis connects knock-downs of eIF3e and eIF3d with the MAP kinase signaling pathway,"A prominent hallmark of cancer is deregulated protein synthesis. It is well established that various translation initiation factors (eIFs) are either overexpressed or under-expressed in numerous types of cancer. Recent studies suggest that rather than representing an indirect consequence of neoplasia, imbalanced expression of eIFs significantly contributes to cellular transformation, tumor development, cancer cell survival, metastasis and tumor angiogenesis. Among them, eIF3 stands out as the largest complex composed of 12 subunits with a modular assembly, where aberrant expression of one subunit leads to partially functional subcomplexes. Here we took advantage of well-established knockdowns of subunits d, e and h of human eIF3, all implicated in cancer, and investigated their impact on differential gene expression translatome-wide by Ribo-Seq. We demonstrate that eIF3e and eIF3d knock-downs result in reduced translation efficiency of numerous components of the MAPK signaling pathway, a pathway often upregulated in cancer, and pathways preventing genotoxic stress. Concurrently, depletion of eIF3d increased translation of proteins associated with membrane organelles, whereas eIF3e depletion increased expression of numerous ribosomal proteins, implicating eIF3e in controlling the balanced production of mature ribosomes. Overall, our data illustrate that individual eIF3 subunits exert specific translational control over a broad range of cellular transcripts. Overall design: Ribo-Seq and RNA-Seq data for HeLa cells and its KD derivatives (eIF3d, eIF3e, eIF3h)"
PRJNA896364,The ATR-WEE1 module inhibits GCN20-GCN1 to promote the translation of SOG1 to activate replication stress responses,"DNA replication stress seriously threatens genome stability and is a hall marker of cancers. The evolutionarily conserved kinase ATR and WEE1 are essential for the activation of replication stress responses. But the underlying mechanisms are not well-understood. Translational control is an important mechanism to regulate gene expression. However, the roles of translational control in DNA damage responses (DDR) is unknown. Here we show that ATR-WEE1 regulates the translation of SOG1, the master regulator of DNA damage responses in plants. Through genetic screening, we find that loss of GCN20 and GCN1, which functions together to inhibit protein translation, suppresses the hypersensitivity of Arabidopsis atr and wee1 to the replication stress-inducing agent hydroxyurea (HU). Biochemically, WEE1 directly interacts with and phosphorylates GCN20, which is further polyubiquitinated and degraded. Overexpression of GCN20 significantly inhibits the translation of SOG1. Genetically, mutation of SOG1 enhances the sensitivity of wee1 and wee1 gcn20 to HU, and overexpression of SOG1 suppresses the sensitivity of wee1 to HU. These results suggest that ATR-WEE1 inhibits GCN20-GCN1 to promote the translation of SOG1 during replication stress responses. Taken together, our study identifies a novel function of ATR-WEE1, reveals a new regulatory mechanism for SOG1, and links the translation control to DNA damage responses."
PRJNA896177,Synonymous mitochondrial DNA variation impairs CD8 T cell fate via codon affinity [mitoRiboseq],"Somatic variation contributes to biological heterogeneity by modulating the cellular proclivity to differentiate, expand, adapt, or die. While large-scale sequencing efforts have revealed the foundational role of somatic variants to drive human tumor evolution, our understanding of the contribution of somatic variation to modulate cellular fitness in non-malignant contexts remains understudied. Here, we identify a somatic synonymous variant (m.7076A>G) in the mitochondrial DNA (mtDNA) encoded cytochrome c-oxidase subunit 1 gene (COX1), which was present at homoplasmy in 47% of immune cells from a healthy donor. Using single-cell multi-omics, we discover highly specific selection against the m.7076G mutant allele in the CD8+ effector memory T cell compartment in vivo, reminiscent of selection observed for pathogenic mtDNA alleles and indicative of lineage-specific metabolic vulnerabilities. Due to the limited transfer RNA (tRNA) pool in mitochondria, the m.7076G mutant allele requires wobble-dependent translation whereas the wildtype m.7076A allele can translate via Watson-Crick-Franklin (WCF) base-pairing. Mitochondrial ribosome profiling revealed that the synonymous m.7076G mutant allele altered codon-anticodon affinity by 33% at the wobble position, stalling translation at the glycine residue within COX1 encoded at m.7076. Leveraging population-based sequencing analyses, we identify evidence of synonymous somatic variants in tumor genomes and dozens of germline variants associated with complex diseases, suggesting broad functional effects of synonymous variation altering codon affinity across the mitochondrial genome. Together, these results provide a new ontogeny for mitochondrial genetic variation and elucidate a framework whereby somatic variation can impact cell state transitions in a lineage-specific manner. Overall design: Two replicates of cell input were prepared to compare input (RNA-seq) to mitochondrial ribosome profiles that were prepared from different fractions along a sucrose gradient (libraries marked 5-9)"
PRJNA896166,Synonymous mitochondrial DNA variation impairs CD8 T cell fate via codon affinity [Tcell Culture scATAC],"Somatic variation contributes to biological heterogeneity by modulating the cellular proclivity to differentiate, expand, adapt, or die. While large-scale sequencing efforts have revealed the foundational role of somatic variants to drive human tumor evolution, our understanding of the contribution of somatic variation to modulate cellular fitness in non-malignant contexts remains understudied. Here, we identify a somatic synonymous variant (m.7076A>G) in the mitochondrial DNA (mtDNA) encoded cytochrome c-oxidase subunit 1 gene (COX1), which was present at homoplasmy in 47% of immune cells from a healthy donor. Using single-cell multi-omics, we discover highly specific selection against the m.7076G mutant allele in the CD8+ effector memory T cell compartment in vivo, reminiscent of selection observed for pathogenic mtDNA alleles and indicative of lineage-specific metabolic vulnerabilities. Due to the limited transfer RNA (tRNA) pool in mitochondria, the m.7076G mutant allele requires wobble-dependent translation whereas the wildtype m.7076A allele can translate via Watson-Crick-Franklin (WCF) base-pairing. Mitochondrial ribosome profiling revealed that the synonymous m.7076G mutant allele altered codon-anticodon affinity by 33% at the wobble position, stalling translation at the glycine residue within COX1 encoded at m.7076. Leveraging population-based sequencing analyses, we identify evidence of synonymous somatic variants in tumor genomes and dozens of germline variants associated with complex diseases, suggesting broad functional effects of synonymous variation altering codon affinity across the mitochondrial genome. Together, these results provide a new ontogeny for mitochondrial genetic variation and elucidate a framework whereby somatic variation can impact cell state transitions in a lineage-specific manner. Overall design: T cells from PBMCs were isolated and then stimulated and cultured to assess changes in chromatin accessibility and surface protein at a single-cell level"
PRJNA896162,Synonymous mitochondrial DNA variation impairs CD8 T cell fate via codon affinity [TCR scRNA],"Somatic variation contributes to biological heterogeneity by modulating the cellular proclivity to differentiate, expand, adapt, or die. While large-scale sequencing efforts have revealed the foundational role of somatic variants to drive human tumor evolution, our understanding of the contribution of somatic variation to modulate cellular fitness in non-malignant contexts remains understudied. Here, we identify a somatic synonymous variant (m.7076A>G) in the mitochondrial DNA (mtDNA) encoded cytochrome c-oxidase subunit 1 gene (COX1), which was present at homoplasmy in 47% of immune cells from a healthy donor. Using single-cell multi-omics, we discover highly specific selection against the m.7076G mutant allele in the CD8+ effector memory T cell compartment in vivo, reminiscent of selection observed for pathogenic mtDNA alleles and indicative of lineage-specific metabolic vulnerabilities. Due to the limited transfer RNA (tRNA) pool in mitochondria, the m.7076G mutant allele requires wobble-dependent translation whereas the wildtype m.7076A allele can translate via Watson-Crick-Franklin (WCF) base-pairing. Mitochondrial ribosome profiling revealed that the synonymous m.7076G mutant allele altered codon-anticodon affinity by 33% at the wobble position, stalling translation at the glycine residue within COX1 encoded at m.7076. Leveraging population-based sequencing analyses, we identify evidence of synonymous somatic variants in tumor genomes and dozens of germline variants associated with complex diseases, suggesting broad functional effects of synonymous variation altering codon affinity across the mitochondrial genome. Together, these results provide a new ontogeny for mitochondrial genetic variation and elucidate a framework whereby somatic variation can impact cell state transitions in a lineage-specific manner. Overall design: T cells were sorted from peripheral blood mononuclear cells and profiled using single-cell sequencing of the gene expression and TCR sequences"
PRJNA896157,Synonymous mitochondrial DNA variation impairs CD8 T cell fate via codon affinity [PBMC scATAC],"Somatic variation contributes to biological heterogeneity by modulating the cellular proclivity to differentiate, expand, adapt, or die. While large-scale sequencing efforts have revealed the foundational role of somatic variants to drive human tumor evolution, our understanding of the contribution of somatic variation to modulate cellular fitness in non-malignant contexts remains understudied. Here, we identify a somatic synonymous variant (m.7076A>G) in the mitochondrial DNA (mtDNA) encoded cytochrome c-oxidase subunit 1 gene (COX1), which was present at homoplasmy in 47% of immune cells from a healthy donor. Using single-cell multi-omics, we discover highly specific selection against the m.7076G mutant allele in the CD8+ effector memory T cell compartment in vivo, reminiscent of selection observed for pathogenic mtDNA alleles and indicative of lineage-specific metabolic vulnerabilities. Due to the limited transfer RNA (tRNA) pool in mitochondria, the m.7076G mutant allele requires wobble-dependent translation whereas the wildtype m.7076A allele can translate via Watson-Crick-Franklin (WCF) base-pairing. Mitochondrial ribosome profiling revealed that the synonymous m.7076G mutant allele altered codon-anticodon affinity by 33% at the wobble position, stalling translation at the glycine residue within COX1 encoded at m.7076. Leveraging population-based sequencing analyses, we identify evidence of synonymous somatic variants in tumor genomes and dozens of germline variants associated with complex diseases, suggesting broad functional effects of synonymous variation altering codon affinity across the mitochondrial genome. Together, these results provide a new ontogeny for mitochondrial genetic variation and elucidate a framework whereby somatic variation can impact cell state transitions in a lineage-specific manner. Overall design: 5 PBMC draws were taken from a healthy donor over the course of ~5 months"
PRJNA895461,Decapping factor Dcp2 controls mRNA abundance and translation to adjust metabolism and filamentation to nutrient availability,"Degradation of most yeast mRNAs involves decapping by Dcp1/Dcp2. DEAD-box protein Dhh1 has been implicated as an activator of decapping, and as a translational repressor, but their functions in cells are incompletely understood. We have analyzed these questions by a combination of ribosome profiling, RNA-Seq, CAGE analysis of capped mRNAs. Overall design: This study includes total 24 samples, 6 for ribosome profiling and 6 for RNA-Seq derived from duplicates of WT, dcp2D and dcp2-EE. Separately, total RNA of WT, dcp2, and xrn1 in duplicates,  were subjected to CAGE-Seq (6 samples) and total RNA-Seq (6 samples). All strains were grown in YPD at 30ºC till the OD600 ~0.6"
PRJNA895374,Molecular basis of non-canonical stop codon recognition by mtRF1 in human mitochondria,"The genetic code that specifies the identity of amino acids incorporated into proteins during protein synthesis is almost universally conserved. Mitochondrial translation, however, exhibits deviations from the standard genetic code including reassigning of two arginine codons to stop codons. Translation termination at these non-canonical stop codons requires a protein factor to release the newly synthesized polypeptide chain. Currently it is not known how, and by which release factor, these stop codons are recognized. Here, we used biochemical experiments on knockout mutants in human cells in combination with cryo-electron microscopy to establish that the unusual mitochondrial release factor 1 (mtRF1) detects the non-canonical stop codons. We show that loss of this factor leads to stalling of mitochondrial ribosomes on non-canonical stop codons. As a result, reduced levels of cytochrome C oxidase subunit 1 of the oxidative phosphorylation complex IV are synthesized leading to a defect in mitochondrial respiration. We further show that binding of mtRF1 to the decoding center of the ribosome stabilizes a highly unusual distortion in the mRNA conformation and that the ribosomal RNA importantly participates in the specific recognition of the non-canonical stop codons. Overall design: Comparative ribosome footprint of RIBO-seq data of human WT cells and mtRF1 mutants (mtRF1-AAQ)"
PRJNA894460,Effective extraction of polyribosomes from primary astrocytes exposes strategies of gene expression regulation [RNAseq_Riboseq],"We optimized a standard polysome profiling protocol considering the unique morphology and ribosomal distribution of astrocytes. This 'astrocyte-optimized' protocol was then used to study primary astrocytes treated with proinflammatory cytokines, enabeling Ribo-seq analysis for measurment of the transcriptome, translatome, and translation efficiency with a coverage of over 12,000 genes. We found several regulation strategies of gene expression executed as part of an extensive inflamatory response. Enhanced translation efficiency was one of these strategies, used specifically for genes related to oxidative phosphorylation, and ribosomal proteins. Overall design: Three biological repetitions of primary astrocytes were treated or not with 20ng/ml TNFa and 0.25ng/ml IL-1ß  for 24 hr or 48 hr. A portion of each sample was treated with RNase-I to generate ribosome footprints used for Ribo-seq analysis, while an undigested portion was used for RNA-seq."
PRJNA892076,Differential gene expression analyses after noncanonical peptide overexpression,"Ribosome profiling analyses showed thousands of translated open reading frames in a cell encoding noncanonical peptides. To examine their functional roles, we stably overexpressed two noncanonical peptides (uSLC35A4 and iPGRMC1) in MCF-7 cells. And then we performed RNA-seq to examine differential gene expression upon gene overexpression. Overall design: We perform RNA-seq of MCF-7 cells overexpression wide-type ORF sequences. The start codon mutated sequences were used as the controls."
PRJNA891450,Ribo-seq of WT and mhz9 under air/ethylene treatment,"To investigate the mechanism of translational regulation in rice ethylene signaling, ribo-seq assays were performed by using WT or mhz9 mutant seedlings with treatment of air or ethylene for 4 h or 8 h."
PRJEB56508,Ribo-seq in Escherichia coli MG1655 treated withTetracycline and Tylosin,Ribo-seq was performed on cells treated with Tetracycline and Tylosin to to investigate the effect on ribosome pausing across the transcriptome of  Escherichia coli MG1655.
PRJNA890559,Transcriptomic analysis of neuroblastoma cells in response to stable over-expression of cellular nucleic acid binding protein (CNBP),"Cellular nucleic acid binding protein (CNBP) is a 19 kDa conserved protein containing seven tandem cysteine-cysteine-histidine-cysteine zinc finger repeats. However, the action modes and underlying mechanisms of CNBP in NB progression remain largely unknown. We identify CNBP as an independent prognostic factor for poor outcome of neuroblastoma. CNBP exerts oncogenic roles in ribosome biogenesis, tumorigenesis, and aggressiveness. To investigate the mechanisms underlying the oncogenic functions of CNBP, we employed the Illumina HiSeq X Ten as a discovery platform to analyze the transcriptome profiling changes of human neuroblastoma IMR-32 cells in response to stable over-expression of CNBP. The results showed that stable over-expression of CNBP led to altered expression of 3524 human mRNAs, including 889 up-regulated genes and 2635 down-regulated genes. Furthermore, we validated the RNA-seq results by real-time RT-PCR with high identity. Overall, our results provided fundamental information about the transcriptomic changes in response to CNBP over-expression in human tumor cells, and these findings will help us understand the pathogenesis of tumor progression. Overall design: Total RNA of cells stably transfected with empty vector or CNBP was extracted using the TRIzol® reagent according to the manufacturer's instructions. RNA concentration was measured using a Qubit® RNA Assay Kit with a Qubit® 2.0 Fluorometer (Life Technologies, Inc.), and integrity was assessed using the RNA Nano 6000 Assay Kit with a Bioanalyzer 2100 system (Agilent Technologies, CA). Library preparation and transcriptome sequencing on an Illumina HiSeq X Ten platform were performed by Novogene Bioinformatics Technology Co., Ltd. (Beijing, China), and 100 bp paired-end reads were generated. HTSeq v0.6.0 was used to count the reads numbers mapped to each gene."
PRJNA889923,Translatome and transcriptome analyses reveal small peptides enhace salt stress in plants,"De novo transcriptome assembly, ribosome profiling, and mass spectrometry-based peptidomics are employed to investigate the global role of mRNA translation and small open reading frames (ORFs) in salt tolerance in rice."
PRJNA889730,N-myc mediated translation control is a therapeutic vulnerability in medulloblastoma,"Deregulation of N-myc is a leading cause of malignant brain tumors in children. To target N-myc-driven medulloblastoma, most research has focused on identifying genomic alterations or on the analysis of the medulloblastoma transcriptome. Here, we have broadly characterized the translatome of medulloblastoma and shown that N-myc unexpectedly drives selective translation of transcripts that promote protein homeostasis. Cancer cells are constantly exposed to proteotoxic stress associated with alterations in protein production or folding. It remains poorly understood how cancers cope with proteotoxic stress to promote their growth. Here, our data unexpectedly revealed that N-myc regulates the expression of specific components (~5%) of the protein folding machinery at the translational level through the major cap binding protein, eukaryotic initiation factor eIF4E.  Reducing eIF4E levels in mouse models of medulloblastoma blocked tumorigenesis. Importantly, targeting Hsp70, a protein folding chaperone translationally regulated by N-myc, suppressed tumor growth in mouse and human medulloblastoma xenograft models. These findings reveal a previously hidden molecular program that promotes medulloblastoma formation and identify new therapies that may have impact in the clinic. Overall design: Cells were originated from our germline genetically engineered mouse model (GEMM) for MYCN-driven medulloblastoma  (GLT1-TRE-MYCN/Luciferase-GTML), in which a human MYCN transgene was targeted to murine hindbrain neural progenitor cells (Swartling et al., 2010). Medulloblastoma cells were treated for three hours with the ATP-site inhibitor Rapalink-1, which blocks the two translation arms, ribosomal protein S6 kinase (S6K) and eIF4E cap-binding protein downstream of mTORC1; or rapamycin, an allosteric inhibitor that blocks S6K but not eIF4E signaling. Three replicates were used for each condition. Genome-wide ribosome profiling was performed."
PRJNA889520,Translating ribosome affinity purification analysis of dopaminergic neurons of the mouse ventral midbrain with age and alpha-synuclein overexpression.,"To investigate the cell type-specific expression features of dopaminergic neurons in ventral midbrain, we generated DAT-TRAP mice. We then performed gene expression profiling analysis using data obtained from RNA-seq of samples collected from 3- and 18-month old mice. OVX were also bred to overexpress human alpha-synuclein. Short and long-read sequencing were performed. Overall design: Comparative gene expression profiling analysis of RNA-seq data for DAT-TRAP  samples in 3- and 18-month old mice, with and without human alpha-synuclein overexpression."
PRJNA887109,Differential ribosome engagement profiling between undifferentiated and neuron-differentiated P19 cells,"Translation is tightly regulated during differentiation. To gain insights into the mechanism regulating translational activity at the transcript level, we performed Ribosome Profiling of undifferentiated and neuron-differentiated P19 cells. Relative changes in translational activity between the undifferentiated and differentiated cells show an increase in the translational activity of the transcripts encoding for ribosomal proteins compared to the rest of the transcriptome. Thus, in this differentiation system, the biogenesis of the translational machinery is tightly controlled at the translational level. Overall design: P19 cells were differentiated into neuronal cells and then lyzed for material collection. Four biological replicates were collected before differentiation (D0), and four biological replicates were collected after six days of differentiation (D6). An RNA-seq library and a Ribosome Protected Fragment (RPF) library were generated for each sample. To estimate the change in ribosome engagement for each transcript between conditions, we compared the ratio of RFP reads to RNA-seq reads per transcript at D6 and D0."
PRJNA886630,Results of RNA-seq of ribosome fractions from control and TSC2 KO Day37 organoids,"mTOR pathway is a major regulator of translation in eukaryotic cells. Here we investigate the impact of mTOR overactivation through TSC2 KO on the translatome of brain organoid tissue. Overall design: Day37 organoids were dissociated and the lysate was used for polysome profiling. Monosome, low-polysome and high-polysome fractions were separately collected and the RNA associated with these fractions was isolated and used for RNA-seq"
PRJNA885130,Mechanisms of stop codon readthrough mitigation reveal principles of GCN1 mediated translational quality control,"Readthrough into the 3' untranslated region (3'UTR) of the mRNA results in the production of aberrant proteins. Metazoans efficiently clear readthrough proteins, but the underlying mechanisms remain unknown. Here, we show in C. elegans and mammalian cells that readthrough proteins are targeted by a coupled, two-level quality control pathway involving the BAG6 chaperone complex and the ribosome collision-sensing protein GCN1. Readthrough proteins with hydrophobic C-terminal extensions are recognized by SGTA-BAG6 and ubiquitylated by RNF126 for proteasomal degradation. Additionally, cotranslational mRNA decay initiated by GCN1 and CCR4/NOT limits the accumulation of readthrough products. Unexpectedly, selective ribosome profiling uncovered a general role of GCN1 in regulating translation dynamics when ribosomes encounter nonoptimal codons, a feature of 3'UTR sequences. Dysfunction of GCN1 results in mRNA and proteome imbalance, increasingly perturbing transmembrane proteins and collagens during aging. These results define GCN1 as a key factor acting during translation in maintaining protein homeostasis. Overall design: Selective Ribo-seq of GCN1 in C.elegans and HEK293 with respective input controls and additional mRNAseq"
PRJNA884646,Cortical wiring by synapse type-specific control of local protein synthesis,"Neurons use local protein synthesis to support their morphological complexity, which requires independent control across multiple subcellular compartments up to the level of individual synapses. Here we identify a signaling pathway that regulates the local synthesis of proteins required to form excitatory synapses on parvalbumin-expressing (PV+) interneurons in the mouse cerebral cortex. This process involves regulation of the TSC subunit 2 (Tsc2) by the Erb-B2 receptor tyrosine kinase 4 (ErbB4), which enables local control of mRNA translation in a cell type-specific and synapse type-specific manner. Ribosome-associated mRNA profiling reveals a molecular program of synaptic proteins downstream of ErbB4 signaling required to form excitatory inputs on PV+ interneurons. Thus, specific connections use local protein synthesis to control synapse formation in the nervous system. Overall design: RNAseq of ribosome-associated RNAs from P15 synaptosomes of MGE-derived interneurons in 4 samples from ErbB4 conditional knockout mice and 4 samples from control mice"
PRJNA883678,Identification and characterization of sugar regulated promoters in Chaetomium thermophilum,"The thermophilic fungus Chaetomium thermophilum has been successfully used in the past for biochemical and high resolution structural studies of protein complexes, but subsequent functional analysis of these assemblies were hindered due to the lack of genetic tools in this thermophile, which are typically amenable in several other mesophilic eukaryotic model organisms, in particular the yeast Saccharomycers cerevisiae. Hence, we aimed to develop a regulatable gene-expression system in C. thermophilum, which might facilitate such in vivo studies, based on what we know about the galactose-inducible GAL promoter in yeast. To identify sugar-regulatable promoters in C. thermophilum, we performed comparative xylose- versus glucose-dependent gene expression studies, which uncovered a number of enzymes induced by xylose but repressed by glucose. Subsequently, we cloned the promoters of the two most stringently regulated genes, the xylosidase-like gene (XYL) and xylitol dehydrogenase (XDH), obtained from this genome-wide analysis in front of the thermostable YFP (yellow fluorescent protein) reporter. In this way, we could demonstrate xylose-dependent YFP expression by either western blotting or life cell imaging fluorescence microscopy. Prompted by these results, we finally expressed a well-characterized dominant-negative ribosome assembly factor mutant, rsa4 E117>D, under the control of the XDH promoter, which allowed us to induce a nuclear export defect of the pre-60S subunit when C. thermophilum cells were grown in xylose but not glucose containing medium. Altogether, our study recognized xylose-regulatable promoters in Chaetomium thermophilum, which may foster functional studies of genes of interest in this thermophilic eukaryotic model organism.  Overall design: Comparative gene expression profiling analysis of RNA-seq data for Chaetomium thermophilum cells exposed to glucose (G) or xylose (X) as sole carbon source in comparison to a carbon depleted refernece medium (R)."
PRJNA883055,A rapid protocol for ribosome profiling of low input samples,"Ribosome profiling provides quantitative, comprehensive, and high-resolution snapshots of cellular translation by the high-throughput sequencing of short mRNA fragments that are protected by ribosomes from nucleolytic digestion. While the overall principle is simple, the workflow of ribosome profiling experiments is complex and challenging, and typically requires large amounts of sample, limiting its broad applicability.We established a new protocol for ultra-rapid ribosome profiling from low-input samples. It features a robust strategy for sequencing library preparation within one day that employs solid phase purification of reaction intermediates, allowing to reduce the input to as little as 0.1 pmol of RNA. Hence, it is particularly suited for the analyses of small samples or targeted ribosome profiling.Its high sensitivity and its ease of implementation will foster the generation of higher quality data from small samples, which opens new opportunities in applying ribosome profiling."
PRJNA882646,Translatome sequencing of   Chlamydomonas reinhardtii under cadmium stress,"For ribosome profiling analysis, strain CC125 cells at logarithmic phase were treated with CdCl2. Ribosome-protected mRNA samples were taken at 0 h and 3 h after CdCl2 addition."
PRJNA882451,ERG and c-MYC Co-regulate a Critical Gene Network in BCR-ABL1 B-cell Acute Lymphoblastic Leukemia,"Philadelphia chromosome-positive B-cell acute lymphoblastic leukaemia (Ph+B-ALL), characterised by the BCR-ABL1 fusion gene, remains a poor prognosis cancer that needs new therapeutic approaches. Transcriptomic profiling and pathway analysis identified up-regulation of the oncogenic transcription factors ERG and c-MYC,  with enrichment of genes involved in metabolic processes including ribosome biogenesis. Overall design: Comparative gene expression profiling analysis of RNA-seq data from defined cell populations. ChIP-seq from C57BL/6 proB cells and Rag1CreT/+;Erg?/? preproB cells."
