Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,tissue,cell type,rrna depletion,treatment,treatment,geo_loc_name,collection_date,strain,age,Sex
SRR24746753,32252360,774674679,24,1053,SRX20523933,GSM7430308,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833520,SAMN35438912,simple,9606,Homo sapiens,GSM7430308,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_Harringtonin_60s_2,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,"2 ug/ml harringtonine,60s",2 ug/ml harringtonine,missing,missing,,,
SRR24746752,41728373,1071968225,25,1384,SRX20523934,GSM7430309,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833521,SAMN35438911,simple,9606,Homo sapiens,GSM7430309,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_Harringtonin_120s_1,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,"2 ug/ml harringtonine,120s",2 ug/ml harringtonine,missing,missing,,,
SRR24746751,44083700,1073459450,24,1442,SRX20523935,GSM7430310,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833523,SAMN35438910,simple,9606,Homo sapiens,GSM7430310,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_Harringtonin_120s_2,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,"2 ug/ml harringtonine,120s",2 ug/ml harringtonine,missing,missing,,,
SRR24746750,25937335,620578331,23,845,SRX20523936,GSM7430311,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833524,SAMN35438909,simple,9606,Homo sapiens,GSM7430311,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_Harringtonin_180s_1,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,"2 ug/ml harringtonine,180s",2 ug/ml harringtonine,missing,missing,,,
SRR24746749,18412750,410421274,22,591,SRX20523937,GSM7430312,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833525,SAMN35438908,simple,9606,Homo sapiens,GSM7430312,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_Harringtonin_180s_2,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,"2 ug/ml harringtonine,180s",2 ug/ml harringtonine,missing,missing,,,
SRR24746748,154922887,3262692510,21,4957,SRX20523938,GSM7430250,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833526,SAMN35438970,simple,9606,Homo sapiens,GSM7430250,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_DMSO2,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,DMSO,DMSO,missing,missing,,,
SRR24746747,22800662,528824293,23,747,SRX20523939,GSM7430251,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833528,SAMN35438969,simple,9606,Homo sapiens,GSM7430251,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_RocA0.3μM1,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,0.3 uM RocA,0.3 uM RocA,missing,missing,,,
SRR24746746,30177643,670074661,22,979,SRX20523940,GSM7430252,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833527,SAMN35438968,simple,9606,Homo sapiens,GSM7430252,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_RocA0.3μM2,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,0.3 uM RocA,0.3 uM RocA,missing,missing,,,
SRR24746745,36396148,860650867,23,1195,SRX20523941,GSM7430253,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833529,SAMN35438967,simple,9606,Homo sapiens,GSM7430253,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_RocA3μM1,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,3 uM RocA,3 uM RocA,missing,missing,,,
SRR24746744,31735912,756337151,23,1043,SRX20523942,GSM7430254,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833530,SAMN35438966,simple,9606,Homo sapiens,GSM7430254,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_RocA3μM2,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,3 uM RocA,3 uM RocA,missing,missing,,,
SRR24746743,8756924,2198873233,121,944,SRX20523943,GSM7430255,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833531,SAMN35438965,simple,9606,Homo sapiens,GSM7430255,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,RNA_DMSO1,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,DMSO,DMSO,missing,missing,,,
SRR24746742,7434166,2099242954,140,897,SRX20523944,GSM7430256,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833532,SAMN35438964,simple,9606,Homo sapiens,GSM7430256,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,RNA_DMSO2,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,DMSO,DMSO,missing,missing,,,
SRR24746741,7044767,1819882936,128,751,SRX20523945,GSM7430257,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833534,SAMN35438963,simple,9606,Homo sapiens,GSM7430257,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,RNA_RocA0.3μM1,cultures,HEK293,cultures,Human Embryonic Kidney cells293,Ribo zero and Ribo-Filterout,0.3 uM RocA,0.3 uM RocA,missing,missing,,,
SRR24746740,22728419,429143201,18,709,SRX20523946,GSM7430282,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833533,SAMN35438938,simple,10090,Mus musculus,GSM7430282,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,mouse forebrain,Ribo_F_O3,mouse forebrain,,mouse forebrain,,Ribo zero and Ribo-Filterout,None,None,missing,missing,C57BL/6J,Aged,male
SRR24746739,22543813,6427085553,149,3353,SRX20523947,GSM7430283,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833535,SAMN35438937,simple,10090,Mus musculus,GSM7430283,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,mouse forebrain,RNA_F_Y1,mouse forebrain,,mouse forebrain,,Ribo zero and Ribo-Filterout,None,None,missing,missing,C57BL/6J,Young,male
SRR24746738,22029268,6277209766,149,3301,SRX20523948,GSM7430284,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833536,SAMN35438936,simple,10090,Mus musculus,GSM7430284,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,mouse forebrain,RNA_F_Y2,mouse forebrain,,mouse forebrain,,Ribo zero and Ribo-Filterout,None,None,missing,missing,C57BL/6J,Young,male
SRR24746737,22602201,6360489682,146,3324,SRX20523949,GSM7430285,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833537,SAMN35438935,simple,10090,Mus musculus,GSM7430285,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,mouse forebrain,RNA_F_Y3,mouse forebrain,,mouse forebrain,,Ribo zero and Ribo-Filterout,None,None,missing,missing,C57BL/6J,Young,male
SRR24746736,16845974,4635873844,143,2435,SRX20523950,GSM7430286,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833540,SAMN35438934,simple,10090,Mus musculus,GSM7430286,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,mouse forebrain,RNA_F_O1,mouse forebrain,,mouse forebrain,,Ribo zero and Ribo-Filterout,None,None,missing,missing,C57BL/6J,Aged,male
SRR24746735,16242360,4505372752,144,2334,SRX20523951,GSM7430287,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833538,SAMN35438933,simple,10090,Mus musculus,GSM7430287,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,mouse forebrain,RNA_F_O2,mouse forebrain,,mouse forebrain,,Ribo zero and Ribo-Filterout,None,None,missing,missing,C57BL/6J,Aged,male
SRR24746734,15046555,4132066618,141,2182,SRX20523952,GSM7430288,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833539,SAMN35438932,simple,10090,Mus musculus,GSM7430288,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,mouse forebrain,RNA_F_O3,mouse forebrain,,mouse forebrain,,Ribo zero and Ribo-Filterout,None,None,missing,missing,C57BL/6J,Aged,male
SRR24746821,114952487,2628821569,22,3941,SRX20523953,GSM7430289,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP439789,PRJNA976655,,"",SRS17833541,SAMN35438931,simple,9606,Homo sapiens,GSM7430289,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1645250,07,2024,Iwasaki,cultures,Ribo_IPSC1,cultures,409B2,cultures,human iPS cells,Ribo zero and Ribo-Filterout,None,None,missing,missing,,,
SRR26984517,19256936,528326356,27,603,SRX22677643,GSM7922720,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672520,SAMN38498734,simple,9606,Homo sapiens,GSM7922720,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,HEK293,Ribo_HEK_CT1_100,HEK293,HEK293,,,,100mM NaCl wash,,missing,missing,,,
SRR26984516,4847964,170361781,35,66,SRX22677644,GSM7922745,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672519,SAMN38498709,simple,3702,Arabidopsis thaliana,GSM7922745,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,Col-0,Ribo_plant_ribopools_Ribo-Filterout_2,Col-0,Col-0,,,,None,,missing,missing,,,
SRR26984515,20989523,742178551,35,277,SRX22677645,GSM7922746,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672521,SAMN38498708,simple,3702,Arabidopsis thaliana,GSM7922746,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,Col-0,Ribo_plant_CT_1,Col-0,Col-0,,,,None,,missing,missing,,,
SRR26984514,20340596,704828751,34,266,SRX22677646,GSM7922747,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672522,SAMN38498707,simple,3702,Arabidopsis thaliana,GSM7922747,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,Col-0,Ribo_plant_CT_2,Col-0,Col-0,,,,None,,missing,missing,,,
SRR26984513,72758078,2762843407,37,989,SRX22677647,GSM7922748,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672523,SAMN38498706,simple,3702,Arabidopsis thaliana,GSM7922748,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,Col-0,Ribo_plant_ribopools_1,Col-0,Col-0,,,,None,,missing,missing,,,
SRR26984512,4443986,166857570,37,63,SRX22677648,GSM7922749,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672524,SAMN38498705,simple,3702,Arabidopsis thaliana,GSM7922749,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,Col-0,Ribo_plant_ribopools_2,Col-0,Col-0,,,,None,,missing,missing,,,
SRR26984511,36462122,1138235693,31,429,SRX22677649,GSM7922750,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672525,SAMN38498704,simple,4932,Saccharomyces cerevisiae,GSM7922750,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,BY4741,Ribo_Sc_Ribo-Filterout_1,BY4741,BY4741,,,,None,,missing,missing,,,
SRR26984510,2583067,80037971,30,31,SRX22677650,GSM7922751,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672526,SAMN38498703,simple,4932,Saccharomyces cerevisiae,GSM7922751,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,BY4741,Ribo_Sc_Ribo-Filterout_2,BY4741,BY4741,,,,None,,missing,missing,,,
SRR26984509,38956914,1245197712,31,463,SRX22677651,GSM7922752,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672527,SAMN38498702,simple,4932,Saccharomyces cerevisiae,GSM7922752,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,BY4741,Ribo_Sc_ribopools_Ribo-Filterout_1,BY4741,BY4741,,,,None,,missing,missing,,,
SRR26984508,13852261,380066758,27,434,SRX22677652,GSM7922721,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672528,SAMN38498733,simple,9606,Homo sapiens,GSM7922721,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,HEK293,Ribo_HEK_CT2_100,HEK293,HEK293,,,,100mM NaCl wash,,missing,missing,,,
SRR26984507,25523204,715309120,28,801,SRX22677653,GSM7922722,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672529,SAMN38498732,simple,9606,Homo sapiens,GSM7922722,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,HEK293,Ribo_HEK_CT1_300,HEK293,HEK293,,,,300mM NaCl wash,,missing,missing,,,
SRR26984506,24828138,692458865,27,779,SRX22677654,GSM7922723,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672530,SAMN38498731,simple,9606,Homo sapiens,GSM7922723,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,HEK293,Ribo_HEK_CT2_300,HEK293,HEK293,,,,300mM NaCl wash,,missing,missing,,,
SRR26984505,22415725,616084816,27,702,SRX22677655,GSM7922724,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672531,SAMN38498730,simple,9606,Homo sapiens,GSM7922724,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,HEK293,Ribo_HEK_CT1_1000,HEK293,HEK293,,,,1000mM NaCl wash,,missing,missing,,,
SRR26984504,24601946,683319706,27,772,SRX22677656,GSM7922725,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672532,SAMN38498729,simple,9606,Homo sapiens,GSM7922725,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,HEK293,Ribo_HEK_CT2_1000,HEK293,HEK293,,,,1000mM NaCl wash,,missing,missing,,,
SRR26984503,38853556,1313427764,33,492,SRX22677657,GSM7922726,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672533,SAMN38498728,simple,562,Escherichia coli,GSM7922726,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,MG1655,Ribo_Ec_Ribo-Filterout_1,MG1655,MG1655,,,,None,,missing,missing,,,
SRR26984502,16773673,582023265,34,220,SRX22677658,GSM7922727,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672534,SAMN38498727,simple,562,Escherichia coli,GSM7922727,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,MG1655,Ribo_Ec_Ribo-Filterout_2,MG1655,MG1655,,,,None,,missing,missing,,,
SRR26984501,7059445,245279811,34,95,SRX22677659,GSM7922728,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672535,SAMN38498726,simple,562,Escherichia coli,GSM7922728,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,MG1655,Ribo_Ec_ribopools_Ribo-Filterout_1,MG1655,MG1655,,,,None,,missing,missing,,,
SRR26984500,3510685,108610510,30,43,SRX22677660,GSM7922753,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672536,SAMN38498701,simple,4932,Saccharomyces cerevisiae,GSM7922753,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,BY4741,Ribo_Sc_ribopools_Ribo-Filterout_2,BY4741,BY4741,,,,None,,missing,missing,,,
SRR26984499,18994077,586063438,30,225,SRX22677661,GSM7922754,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672537,SAMN38498700,simple,4932,Saccharomyces cerevisiae,GSM7922754,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,BY4741,Ribo_Sc_CT_1,BY4741,BY4741,,,,None,,missing,missing,,,
SRR26984498,256224,7731862,30,3,SRX22677662,GSM7922755,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672538,SAMN38498699,simple,4932,Saccharomyces cerevisiae,GSM7922755,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,BY4741,Ribo_Sc_CT_2,BY4741,BY4741,,,,None,,missing,missing,,,
SRR26984497,478355,14980407,31,6,SRX22677663,GSM7922756,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672539,SAMN38498698,simple,4932,Saccharomyces cerevisiae,GSM7922756,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,BY4741,Ribo_Sc_ribopools_1,BY4741,BY4741,,,,None,,missing,missing,,,
SRR26984496,13617027,416528748,30,162,SRX22677664,GSM7922757,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672540,SAMN38498697,simple,4932,Saccharomyces cerevisiae,GSM7922757,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,BY4741,Ribo_Sc_ribopools_2,BY4741,BY4741,,,,None,,missing,missing,,,
SRR26984495,5567239,192125623,34,74,SRX22677665,GSM7922729,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672543,SAMN38498725,simple,562,Escherichia coli,GSM7922729,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,MG1655,Ribo_Ec_ribopools_Ribo-Filterout_2,MG1655,MG1655,,,,None,,missing,missing,,,
SRR26984494,33800102,1197955970,35,442,SRX22677666,GSM7922730,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672541,SAMN38498724,simple,562,Escherichia coli,GSM7922730,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,MG1655,Ribo_Ec_CT_1,MG1655,MG1655,,,,None,,missing,missing,,,
SRR26984493,10339892,360656577,34,137,SRX22677667,GSM7922731,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672542,SAMN38498723,simple,562,Escherichia coli,GSM7922731,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,MG1655,Ribo_Ec_CT_2,MG1655,MG1655,,,,None,,missing,missing,,,
SRR26984492,50792246,1824697447,35,666,SRX22677668,GSM7922732,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672544,SAMN38498722,simple,562,Escherichia coli,GSM7922732,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,MG1655,Ribo_Ec_ribopools_1,MG1655,MG1655,,,,None,,missing,missing,,,
SRR26984491,15965293,554895153,34,210,SRX22677669,GSM7922733,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672545,SAMN38498721,simple,562,Escherichia coli,GSM7922733,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,MG1655,Ribo_Ec_ribopools_2,MG1655,MG1655,,,,None,,missing,missing,,,
SRR26984490,24267889,887330957,36,323,SRX22677670,GSM7922734,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672546,SAMN38498720,simple,7227,Drosophila melanogaster,GSM7922734,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,S2,Ribo_fly_Ribo-Filterout_1,S2,S2,,,,None,,missing,missing,,,
SRR26984489,24882495,923840691,37,333,SRX22677671,GSM7922735,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672548,SAMN38498719,simple,7227,Drosophila melanogaster,GSM7922735,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,S2,Ribo_fly_Ribo-Filterout_2,S2,S2,,,,None,,missing,missing,,,
SRR26984488,9783678,338865354,34,128,SRX22677672,GSM7922736,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672547,SAMN38498718,simple,7227,Drosophila melanogaster,GSM7922736,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,S2,Ribo_fly_ribopools_Ribo-Filterout_1,S2,S2,,,,None,,missing,missing,,,
SRR26984487,9771929,338298000,34,128,SRX22677673,GSM7922737,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672550,SAMN38498717,simple,7227,Drosophila melanogaster,GSM7922737,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,S2,Ribo_fly_ribopools_Ribo-Filterout_2,S2,S2,,,,None,,missing,missing,,,
SRR26984486,19284127,695111760,36,255,SRX22677674,GSM7922738,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672549,SAMN38498716,simple,7227,Drosophila melanogaster,GSM7922738,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,S2,Ribo_fly_CT_1,S2,S2,,,,None,,missing,missing,,,
SRR26984485,19073427,687914393,36,252,SRX22677675,GSM7922739,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP439789,PRJNA976655,,"",SRS19672552,SAMN38498715,simple,7227,Drosophila melanogaster,GSM7922739,"RNA Systems Biochemistry Laboratory, CPR, RIKEN",SRA1759710,07,2024,Iwasaki,S2,Ribo_fly_CT_2,S2,S2,,,,None,,missing,missing,,,
