Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,treatment,geo_loc_name,collection_date
SRR26499994,6445227,1933568100,150,713,SRX22203745,GSM7856978,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259165,SAMN37950249,simple,9606,Homo sapiens,GSM7856978,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep3_F'4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499993,3127899,938369700,150,259,SRX22203746,GSM7856999,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259166,SAMN37950228,simple,9606,Homo sapiens,GSM7856999,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep1_techrep1_P6,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499992,1195418,358625400,150,101,SRX22203747,GSM7857001,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259167,SAMN37950226,simple,9606,Homo sapiens,GSM7857001,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep1_techrep1_P3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499991,4237300,1271190000,150,472,SRX22203748,GSM7856958,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259168,SAMN37950269,simple,9606,Homo sapiens,GSM7856958,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep2_F'4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499990,1208943,362682900,150,104,SRX22203749,GSM7857002,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259169,SAMN37950225,simple,9606,Homo sapiens,GSM7857002,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep1_techrep1_P4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499989,1009599,302879700,150,87,SRX22203750,GSM7857003,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259170,SAMN37950224,simple,9606,Homo sapiens,GSM7857003,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep1_techrep1_P5,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499988,6532363,1959708900,150,720,SRX22203751,GSM7856980,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259171,SAMN37950247,simple,9606,Homo sapiens,GSM7856980,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_biorep1_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499987,1172608,351782400,150,100,SRX22203752,GSM7857004,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259172,SAMN37950223,simple,9606,Homo sapiens,GSM7857004,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep1_techrep1_P6,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499986,9857,2957100,150,1,SRX22203753,GSM7857005,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259173,SAMN37950222,simple,9606,Homo sapiens,GSM7857005,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep1_F1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499985,6240274,1872082200,150,694,SRX22203754,GSM7856982,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259174,SAMN37950245,simple,9606,Homo sapiens,GSM7856982,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_biorep2_techrep2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499984,2619523,785856900,150,224,SRX22203755,GSM7857007,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259175,SAMN37950220,simple,9606,Homo sapiens,GSM7857007,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep1_F3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499983,6472223,1941666900,150,717,SRX22203756,GSM7856984,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259176,SAMN37950243,simple,9606,Homo sapiens,GSM7856984,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,NA,ROI1_library_plasmid_techrep1,NA,NA,NA,missing,missing
SRR26499982,1674957,502487100,150,141,SRX22203757,GSM7857009,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259177,SAMN37950218,simple,9606,Homo sapiens,GSM7857009,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499981,1067689,320306700,150,89,SRX22203758,GSM7856986,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259178,SAMN37950241,simple,9606,Homo sapiens,GSM7856986,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep2_techrep1_P3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499980,2010747,603224100,150,174,SRX22203759,GSM7857011,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259180,SAMN37950216,simple,9606,Homo sapiens,GSM7857011,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499979,3390475,1017142500,150,283,SRX22203760,GSM7856988,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259179,SAMN37950239,simple,9606,Homo sapiens,GSM7856988,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep2_techrep1_P5,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499978,44363,13308900,150,3,SRX22203761,GSM7857013,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259181,SAMN37950214,simple,9606,Homo sapiens,GSM7857013,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_fractionated_RNA_biorep3_techrep1_F1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499977,1277061,383118300,150,101,SRX22203762,GSM7856990,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259182,SAMN37950237,simple,9606,Homo sapiens,GSM7856990,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep2_techrep1_input,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499976,2612805,783841500,150,227,SRX22203763,GSM7857015,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259183,SAMN37950212,simple,9606,Homo sapiens,GSM7857015,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_fractionated_RNA_biorep3_techrep1_F3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499975,23323,6996900,150,2,SRX22203764,GSM7856992,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259185,SAMN37950235,simple,9606,Homo sapiens,GSM7856992,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep2_techrep1_P4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499974,966261,289878300,150,83,SRX22203765,GSM7857017,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259184,SAMN37950210,simple,9606,Homo sapiens,GSM7857017,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_fractionated_RNA_biorep4_techrep1_F1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499973,186601,55980300,150,15,SRX22203766,GSM7856994,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259186,SAMN37950233,simple,9606,Homo sapiens,GSM7856994,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep2_techrep1_P6,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499972,2316086,694825800,150,199,SRX22203767,GSM7857019,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259188,SAMN37950208,simple,9606,Homo sapiens,GSM7857019,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_fractionated_RNA_biorep4_techrep1_F3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499971,2889112,866733600,150,241,SRX22203768,GSM7856996,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259187,SAMN37950231,simple,9606,Homo sapiens,GSM7856996,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep1_techrep1_P3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499970,2092929,627878700,150,179,SRX22203769,GSM7857021,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259189,SAMN37950206,simple,9606,Homo sapiens,GSM7857021,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep1_techrep2 (COMT_94),HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499969,4679506,1403851800,150,389,SRX22203770,GSM7856998,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259190,SAMN37950229,simple,9606,Homo sapiens,GSM7856998,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep1_techrep1_P5,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499968,3010931,903279300,150,260,SRX22203771,GSM7857023,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259191,SAMN37950204,simple,9606,Homo sapiens,GSM7857023,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep3_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499967,169565,50869500,150,8,SRX22203772,GSM7857000,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259192,SAMN37950227,simple,9606,Homo sapiens,GSM7857000,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep1_techrep1_input,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499966,2503632,751089600,150,218,SRX22203773,GSM7857025,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259193,SAMN37950202,simple,9606,Homo sapiens,GSM7857025,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_total_RNA_biorep1_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499965,3268889,980666700,150,279,SRX22203774,GSM7857006,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259194,SAMN37950221,simple,9606,Homo sapiens,GSM7857006,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep1_F2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499964,2162473,648741900,150,186,SRX22203775,GSM7857008,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259195,SAMN37950219,simple,9606,Homo sapiens,GSM7857008,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep1_F4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499963,1772930,531879000,150,150,SRX22203776,GSM7857029,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259196,SAMN37950198,simple,9606,Homo sapiens,GSM7857029,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_total_RNA_biorep1_techrep2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499962,3425085,1027525500,150,297,SRX22203777,GSM7857010,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259197,SAMN37950217,simple,9606,Homo sapiens,GSM7857010,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499961,2878406,863521800,150,248,SRX22203778,GSM7857031,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259198,SAMN37950196,simple,9606,Homo sapiens,GSM7857031,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep3_techrep2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499960,2534676,760402800,150,217,SRX22203779,GSM7857012,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259199,SAMN37950215,simple,9606,Homo sapiens,GSM7857012,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499959,2480857,744257100,150,214,SRX22203780,GSM7857033,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259200,SAMN37950194,simple,9606,Homo sapiens,GSM7857033,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_total_RNA_biorep3_techrep2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499958,216712,65013600,150,18,SRX22203781,GSM7857014,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259201,SAMN37950213,simple,9606,Homo sapiens,GSM7857014,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_fractionated_RNA_biorep3_techrep1_F2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499957,854089,256226700,150,27,SRX22203782,GSM7857035,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259202,SAMN37950192,simple,9606,Homo sapiens,GSM7857035,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,NA,ROI1_WT_plasmid_techrep2,NA,NA,NA,missing,missing
SRR26499956,2343597,703079100,150,202,SRX22203783,GSM7857016,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259203,SAMN37950211,simple,9606,Homo sapiens,GSM7857016,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_fractionated_RNA_biorep3_techrep1_F4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499955,2463117,738935100,150,212,SRX22203784,GSM7857037,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259204,SAMN37950190,simple,9606,Homo sapiens,GSM7857037,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,NA,ROI1_library_plasmid_techrep2,NA,NA,NA,missing,missing
SRR26499954,323077,96923100,150,27,SRX22203785,GSM7857018,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259205,SAMN37950209,simple,9606,Homo sapiens,GSM7857018,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_fractionated_RNA_biorep4_techrep1_F2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499953,2002719,600815700,150,172,SRX22203786,GSM7857039,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259207,SAMN37950188,simple,9606,Homo sapiens,GSM7857039,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_biorep1_techrep2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499952,1695598,508679400,150,147,SRX22203787,GSM7857020,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259206,SAMN37950207,simple,9606,Homo sapiens,GSM7857020,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_fractionated_RNA_biorep4_techrep1_F4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499951,3281784,984535200,150,284,SRX22203788,GSM7857041,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259208,SAMN37950186,simple,9606,Homo sapiens,GSM7857041,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_biorep3_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499950,2997819,899345700,150,253,SRX22203789,GSM7857022,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259211,SAMN37950205,simple,9606,Homo sapiens,GSM7857022,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep2_techrep3 (COMT_95),HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499949,499096,149728800,150,42,SRX22203790,GSM7857043,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259209,SAMN37950184,simple,9606,Homo sapiens,GSM7857043,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_biorep1_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499948,2571208,771362400,150,219,SRX22203791,GSM7857024,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259210,SAMN37950203,simple,9606,Homo sapiens,GSM7857024,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep4_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
