Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,genotype,growth condition,treatment
SRR23353704,26175890,8428636580,161,3268,SRX19295120,GSM7029225,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695716,SAMN33143419,simple,9606,Homo sapiens,GSM7029225,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL12_HEK_500_30m_WT_repB,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 30 min
SRR23353703,66565871,21434210462,161,7566,SRX19295121,GSM7029226,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695718,SAMN33143418,simple,9606,Homo sapiens,GSM7029226,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL10_HEK_500_60m_WT_repA,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 60 min
SRR23353702,42590153,13714029266,161,5272,SRX19295122,GSM7029227,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695717,SAMN33143417,simple,9606,Homo sapiens,GSM7029227,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL12_HEK_500_60m_WT_repB,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 60 min
SRR23353701,75486426,24306629172,161,8540,SRX19295123,GSM7029228,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695720,SAMN33143416,simple,9606,Homo sapiens,GSM7029228,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL10_HEK_500_120m_WT_repA,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 120 min
SRR23353700,32027001,10312694322,161,3917,SRX19295124,GSM7029229,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695719,SAMN33143415,simple,9606,Homo sapiens,GSM7029229,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL12_HEK_500_120m_WT_repB,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 120 min
SRR23353699,74388468,23953086696,161,8333,SRX19295125,GSM7029230,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695721,SAMN33143414,simple,9606,Homo sapiens,GSM7029230,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL10_HEK_500_0m_LRP_repA,HEK293T,HEK293T,LRPPRC KO,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",0 uM 4sU
SRR23353698,43508650,14009785300,161,5400,SRX19295126,GSM7029231,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695722,SAMN33143413,simple,9606,Homo sapiens,GSM7029231,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL12_HEK_500_0m_LRP_repB,HEK293T,HEK293T,LRPPRC KO,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",0 uM 4sU
SRR23353697,119806603,38577726166,161,13436,SRX19295127,GSM7029232,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695723,SAMN33143412,simple,9606,Homo sapiens,GSM7029232,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL10_HEK_500_30m_LRP_repA,HEK293T,HEK293T,LRPPRC KO,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 30 min
SRR23353696,61479280,19796328160,161,7638,SRX19295128,GSM7029233,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695725,SAMN33143411,simple,9606,Homo sapiens,GSM7029233,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL12_HEK_500_30m_LRP_repB,HEK293T,HEK293T,LRPPRC KO,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 30 min
SRR23353695,147474553,47486806066,161,16576,SRX19295129,GSM7029234,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695724,SAMN33143410,simple,9606,Homo sapiens,GSM7029234,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL10_HEK_500_60m_LRP_repA,HEK293T,HEK293T,LRPPRC KO,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 60 min
SRR23353694,73608699,23702001078,161,9192,SRX19295130,GSM7029235,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695726,SAMN33143409,simple,9606,Homo sapiens,GSM7029235,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL12_HEK_500_60m_LRP_repB,HEK293T,HEK293T,LRPPRC KO,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 60 min
SRR23353693,106460763,34280365686,161,11816,SRX19295131,GSM7029236,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695728,SAMN33143408,simple,9606,Homo sapiens,GSM7029236,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL10_HEK_500_120m_LRP_repA,HEK293T,HEK293T,LRPPRC KO,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 120 min
SRR23353692,57303454,18451712188,161,7234,SRX19295132,GSM7029237,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695727,SAMN33143407,simple,9606,Homo sapiens,GSM7029237,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL12_HEK_500_120m_LRP_repB,HEK293T,HEK293T,LRPPRC KO,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 120 min
SRR23353691,44937304,14469811888,161,5021,SRX19295133,GSM7029238,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695729,SAMN33143406,simple,9606,Homo sapiens,GSM7029238,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL8_Hela_50_0m_tot_repA,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,0 uM 4sU
SRR23353690,63583703,20473952366,161,6794,SRX19295134,GSM7029239,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695730,SAMN33143405,simple,9606,Homo sapiens,GSM7029239,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL9_Hela_50_0m_tot_repB,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,0 uM 4sU
SRR23353689,47555466,15312860052,161,5370,SRX19295135,GSM7029240,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695731,SAMN33143404,simple,9606,Homo sapiens,GSM7029240,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL8_Hela_50_15m_tot_repA,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 15 min
SRR23353688,48956704,15764058688,161,5259,SRX19295136,GSM7029241,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695733,SAMN33143403,simple,9606,Homo sapiens,GSM7029241,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL9_Hela_50_15m_tot_repB,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 15 min
SRR23353687,55713513,17939751186,161,6285,SRX19295137,GSM7029242,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695734,SAMN33143402,simple,9606,Homo sapiens,GSM7029242,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL8_Hela_50_30m_tot_repA,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 30 min
SRR23353686,26752557,8614323354,161,2829,SRX19295138,GSM7029243,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695732,SAMN33143401,simple,9606,Homo sapiens,GSM7029243,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL9_Hela_50_30m_tot_repB,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 30 min
SRR23353685,42269988,13610936136,161,4757,SRX19295139,GSM7029244,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695735,SAMN33143400,simple,9606,Homo sapiens,GSM7029244,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL8_Hela_50_60m_tot_repA,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 60 min
SRR23353684,43388396,13971063512,161,4567,SRX19295140,GSM7029245,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695738,SAMN33143399,simple,9606,Homo sapiens,GSM7029245,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL9_Hela_50_60m_tot_repB,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 60 min
SRR23353683,160919515,51816083830,161,18132,SRX19295141,GSM7029246,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695736,SAMN33143398,simple,9606,Homo sapiens,GSM7029246,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL8_Hela_50_0m_IP_repA,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,0 uM 4sU
SRR23353682,119477513,38471759186,161,12445,SRX19295142,GSM7029247,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695737,SAMN33143397,simple,9606,Homo sapiens,GSM7029247,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL9_Hela_50_0m_IP_repB,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,0 uM 4sU
SRR23353681,110278420,35509651240,161,12371,SRX19295143,GSM7029248,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695739,SAMN33143396,simple,9606,Homo sapiens,GSM7029248,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL8_Hela_50_15m_IP_repA,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 15 min
SRR23353680,246340058,79321498676,161,25802,SRX19295144,GSM7029249,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695740,SAMN33143395,simple,9606,Homo sapiens,GSM7029249,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL9_Hela_50_15m_IP_repB,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 15 min
SRR23353679,97355252,31348391144,161,10843,SRX19295145,GSM7029250,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695741,SAMN33143394,simple,9606,Homo sapiens,GSM7029250,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL8_Hela_50_30m_IP_repA,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 30 min
SRR23353678,176569142,56855263724,161,18378,SRX19295146,GSM7029251,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695742,SAMN33143393,simple,9606,Homo sapiens,GSM7029251,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL9_Hela_50_30m_IP_repB,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 30 min
SRR23353677,95999174,30911734028,161,10823,SRX19295147,GSM7029252,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695743,SAMN33143392,simple,9606,Homo sapiens,GSM7029252,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL8_Hela_50_60m_IP_repA,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 60 min
SRR23353676,177143200,57040110400,161,18293,SRX19295148,GSM7029253,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695744,SAMN33143391,simple,9606,Homo sapiens,GSM7029253,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL9_Hela_50_60m_IP_repB,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,50 uM 4sU for 60 min
SRR23353675,43637007,14051116254,161,5129,SRX19295149,GSM7029254,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695745,SAMN33143390,simple,9606,Homo sapiens,GSM7029254,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL11_Hela_500_0m_tot,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,0 uM 4sU
SRR23353674,54674829,17605294938,161,6379,SRX19295150,GSM7029255,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695746,SAMN33143389,simple,9606,Homo sapiens,GSM7029255,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL11_Hela_50o_15m_tot,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,500 uM 4sU for 15 min
SRR23353673,14180565,4566141930,161,1631,SRX19295151,GSM7029256,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695747,SAMN33143388,simple,9606,Homo sapiens,GSM7029256,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL11_Hela_500_30m_tot,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,500 uM 4sU for 30 min
SRR23353672,63291777,20379952194,161,7347,SRX19295152,GSM7029257,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695748,SAMN33143387,simple,9606,Homo sapiens,GSM7029257,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL11_Hela_500_60m_tot,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,500 uM 4sU for 60 min
SRR23353670,60412137,19452708114,161,7023,SRX19295153,GSM7029258,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695749,SAMN33143386,simple,9606,Homo sapiens,GSM7029258,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL11_Hela_500_0m_IP,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,0 uM 4sU
SRR23353669,42054203,13541453366,161,4879,SRX19295154,GSM7029259,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695750,SAMN33143385,simple,9606,Homo sapiens,GSM7029259,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL11_Hela_500_15m_IP,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,500 uM 4sU for 15 min
SRR23353668,46845909,15084382698,161,5464,SRX19295155,GSM7029260,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695751,SAMN33143384,simple,9606,Homo sapiens,GSM7029260,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL11_Hela_500_30m_IP,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,500 uM 4sU for 30 min
SRR23353671,45858883,14766560326,161,5371,SRX19295156,GSM7029261,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695752,SAMN33143383,simple,9606,Homo sapiens,GSM7029261,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,TL11_Hela_500_60m_IP,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,500 uM 4sU for 60 min
SRR23353667,29683359,9558041598,161,3417,SRX19295157,GSM7029262,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695753,SAMN33143382,simple,9606,Homo sapiens,GSM7029262,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL13_HEK_500_0m_WT_tot_repA,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",0 uM 4sU
SRR23353666,67664211,21787875942,161,7772,SRX19295158,GSM7029263,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695754,SAMN33143381,simple,9606,Homo sapiens,GSM7029263,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL13_HEK_500_0m_WT_tot_repB,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",0 uM 4sU
SRR23353665,34504612,11110485064,161,3976,SRX19295159,GSM7029264,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695755,SAMN33143380,simple,9606,Homo sapiens,GSM7029264,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL13_HEK_500_30m_WT_tot_repA,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 30 min
SRR23353664,44426849,14305445378,161,5147,SRX19295160,GSM7029265,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695756,SAMN33143379,simple,9606,Homo sapiens,GSM7029265,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL13_HEK_500_30m_WT_tot_repB,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 30 min
SRR23353663,71068199,22883960078,161,8154,SRX19295161,GSM7029266,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695758,SAMN33143378,simple,9606,Homo sapiens,GSM7029266,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL13_HEK_500_60m_WT_tot_repA,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 60 min
SRR23353662,52277185,16833253570,161,6087,SRX19295162,GSM7029267,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP421223,PRJNA932025,38503286,"",SRS16695757,SAMN33143377,simple,9606,Homo sapiens,GSM7029267,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HEK293T,TL13_HEK_500_60m_WT_tot_repB,HEK293T,HEK293T,WT,"DMEM supplemented with 20 μg/mL of uridine, 3 mM sodium formate, 10% FBS, 1 mM GlutaMAX (Thermo Fisher Scientific) and 1 mM sodium pyruvate",500 uM 4sU for 60 min
SRR23353661,4478944,1184921023,132,697,SRX19295163,GSM7029289,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP421223,PRJNA932025,38503286,"",SRS16695759,SAMN33143355,simple,9606,Homo sapiens,GSM7029289,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,HeLa,Hela_mito,HeLa,HeLa,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,Mitochondrial enrichment
SRR23353660,44015358,3345167208,76,1173,SRX19295164,GSM7029290,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP421223,PRJNA932025,38503286,"",SRS16695760,SAMN33143354,simple,9606,Homo sapiens,GSM7029290,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,K562,RNAseq_K562 1,K562,K562,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,none
SRR23353659,58957362,4480759512,76,1642,SRX19295165,GSM7029291,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP421223,PRJNA932025,38503286,"",SRS16695761,SAMN33143353,simple,9606,Homo sapiens,GSM7029291,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,K562,RNAseq_K562 2,K562,K562,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,none
SRR23353658,9715037,738342812,76,267,SRX19295166,GSM7029292,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP421223,PRJNA932025,38503286,"",SRS16695762,SAMN33143352,simple,9606,Homo sapiens,GSM7029292,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,K562,MitoRP_K562 1,K562,K562,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,none
SRR23353657,76918915,5845837540,76,2125,SRX19295167,GSM7029293,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP421223,PRJNA932025,38503286,"",SRS16695763,SAMN33143351,simple,9606,Homo sapiens,GSM7029293,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,K562,MitoRP_K562 2,K562,K562,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,none
SRR23353656,19582863,1488297588,76,526,SRX19295168,GSM7029294,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP421223,PRJNA932025,38503286,"",SRS16695764,SAMN33143350,simple,9606,Homo sapiens,GSM7029294,"Stirling Churchman, Genetics, Harvard Medical School",SRA1586036,01,2025,McShane,K562,CytoRP_K562 1,K562,K562,WT,DMEM containing glucose and pyruvate supplemented with 10% FBS,none
