Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,time,geo_loc_name,collection_date
SRR26055502,17795951,1423676080,80,526,SRX21771811,GSM7779772,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877397,SAMN37386023,simple,10090,Mus musculus,GSM7779772,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP2_+/+_ZT5_Rep3_RPF,RP149_340_IRP2_+/+_ZT5_Rep3_RPF,IRP2_+/+_ZT5_Rep3_RPF,liver,WT,ZT5,missing,missing
SRR26055501,41222808,3091710600,75,1225,SRX21771812,GSM7779773,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877398,SAMN37386022,simple,10090,Mus musculus,GSM7779773,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP2_+/+_ZT5_Rep3_RPF,RP149_347_IRP2_+/+_ZT5_Rep3_RPF,IRP2_+/+_ZT5_Rep3_RPF,liver,WT,ZT5,missing,missing
SRR26055500,12133157,970652560,80,344,SRX21771813,GSM7779774,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877399,SAMN37386021,simple,10090,Mus musculus,GSM7779774,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT12_Rep1_totalRNA,TR107_340_IRP1_ko/ko_ZT12_Rep1_totalRNA,IRP1_ko/ko_ZT12_Rep1_totalRNA,liver,IRP1 Knockout,ZT12,missing,missing
SRR26055499,12034806,962784480,80,342,SRX21771814,GSM7779775,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877400,SAMN37386020,simple,10090,Mus musculus,GSM7779775,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT12_Rep1_totalRNA,TR108_340_IRP1_+/+_ZT12_Rep1_totalRNA,IRP1_+/+_ZT12_Rep1_totalRNA,liver,WT,ZT12,missing,missing
SRR26055498,28759533,2156964975,75,802,SRX21771815,GSM7779776,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877401,SAMN37386019,simple,10090,Mus musculus,GSM7779776,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT12_Rep1_totalRNA,TR108_347_IRP1_+/+_ZT12_Rep1_totalRNA,IRP1_+/+_ZT12_Rep1_totalRNA,liver,WT,ZT12,missing,missing
SRR26055497,13695558,1095644640,80,391,SRX21771816,GSM7779777,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877402,SAMN37386018,simple,10090,Mus musculus,GSM7779777,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT12_Rep2_totalRNA,TR109_340_IRP1_ko/ko_ZT12_Rep2_totalRNA,IRP1_ko/ko_ZT12_Rep2_totalRNA,liver,IRP1 Knockout,ZT12,missing,missing
SRR26055496,20714999,1553624925,75,578,SRX21771817,GSM7779778,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877403,SAMN37386017,simple,10090,Mus musculus,GSM7779778,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT12_Rep2_totalRNA,TR109_347_IRP1_ko/ko_ZT12_Rep2_totalRNA,IRP1_ko/ko_ZT12_Rep2_totalRNA,liver,IRP1 Knockout,ZT12,missing,missing
SRR26055495,10810603,864848240,80,307,SRX21771818,GSM7779779,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877404,SAMN37386016,simple,10090,Mus musculus,GSM7779779,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT12_Rep2_totalRNA,TR110_340_IRP1_+/+_ZT12_Rep2_totalRNA,IRP1_+/+_ZT12_Rep2_totalRNA,liver,WT,ZT12,missing,missing
SRR26055494,31471541,2360365575,75,890,SRX21771819,GSM7779780,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877405,SAMN37386015,simple,10090,Mus musculus,GSM7779780,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT12_Rep2_totalRNA,TR110_347_IRP1_+/+_ZT12_Rep2_totalRNA,IRP1_+/+_ZT12_Rep2_totalRNA,liver,WT,ZT12,missing,missing
SRR26055493,11435361,914828880,80,329,SRX21771820,GSM7779781,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877406,SAMN37386014,simple,10090,Mus musculus,GSM7779781,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT12_Rep3_totalRNA,TR111_340_IRP1_ko/ko_ZT12_Rep3_totalRNA,IRP1_ko/ko_ZT12_Rep3_totalRNA,liver,IRP1 Knockout,ZT12,missing,missing
SRR26055492,29641663,2223124725,75,841,SRX21771821,GSM7779782,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877407,SAMN37386013,simple,10090,Mus musculus,GSM7779782,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT12_Rep3_totalRNA,TR111_347_IRP1_ko/ko_ZT12_Rep3_totalRNA,IRP1_ko/ko_ZT12_Rep3_totalRNA,liver,IRP1 Knockout,ZT12,missing,missing
SRR26055491,11564307,925144560,80,328,SRX21771822,GSM7779783,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877408,SAMN37386012,simple,10090,Mus musculus,GSM7779783,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT12_Rep3_totalRNA,TR112_340_IRP1_+/+_ZT12_Rep3_totalRNA,IRP1_+/+_ZT12_Rep3_totalRNA,liver,WT,ZT12,missing,missing
SRR26055490,27985534,2098915050,75,787,SRX21771823,GSM7779784,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877409,SAMN37386011,simple,10090,Mus musculus,GSM7779784,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT12_Rep3_totalRNA,TR112_347_IRP1_+/+_ZT12_Rep3_totalRNA,IRP1_+/+_ZT12_Rep3_totalRNA,liver,WT,ZT12,missing,missing
SRR26055489,13197529,1055802320,80,378,SRX21771824,GSM7779785,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877410,SAMN37386010,simple,10090,Mus musculus,GSM7779785,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT5_Rep1_totalRNA,TR120_340_IRP1_ko/ko_ZT5_Rep1_totalRNA,IRP1_ko/ko_ZT5_Rep1_totalRNA,liver,IRP1 Knockout,ZT5,missing,missing
SRR26055488,44363439,3327257925,75,1246,SRX21771825,GSM7779786,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877412,SAMN37386009,simple,10090,Mus musculus,GSM7779786,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT5_Rep1_totalRNA,TR120_347_IRP1_ko/ko_ZT5_Rep1_totalRNA,IRP1_ko/ko_ZT5_Rep1_totalRNA,liver,IRP1 Knockout,ZT5,missing,missing
SRR26055487,15371662,1229732960,80,438,SRX21771826,GSM7779787,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877411,SAMN37386008,simple,10090,Mus musculus,GSM7779787,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT5_Rep2_totalRNA,TR121_340_IRP1_ko/ko_ZT5_Rep2_totalRNA,IRP1_ko/ko_ZT5_Rep2_totalRNA,liver,IRP1 Knockout,ZT5,missing,missing
SRR26055486,45467754,3410081550,75,1281,SRX21771827,GSM7779788,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877413,SAMN37386007,simple,10090,Mus musculus,GSM7779788,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT5_Rep2_totalRNA,TR121_347_IRP1_ko/ko_ZT5_Rep2_totalRNA,IRP1_ko/ko_ZT5_Rep2_totalRNA,liver,IRP1 Knockout,ZT5,missing,missing
SRR26055485,15436128,1234890240,80,435,SRX21771828,GSM7779789,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877414,SAMN37386006,simple,10090,Mus musculus,GSM7779789,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT5_Rep1_totalRNA,TR122_340_IRP1_+/+_ZT5_Rep1_totalRNA,IRP1_+/+_ZT5_Rep1_totalRNA,liver,WT,ZT5,missing,missing
SRR26055484,24424611,1831845825,75,678,SRX21771829,GSM7779790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877415,SAMN37386005,simple,10090,Mus musculus,GSM7779790,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT5_Rep1_totalRNA,TR122_347_IRP1_+/+_ZT5_Rep1_totalRNA,IRP1_+/+_ZT5_Rep1_totalRNA,liver,WT,ZT5,missing,missing
SRR26055483,18708848,1496707840,80,528,SRX21771830,GSM7779791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877416,SAMN37386004,simple,10090,Mus musculus,GSM7779791,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT5_Rep2_totalRNA,TR123_340_IRP1_+/+_ZT5_Rep2_totalRNA,IRP1_+/+_ZT5_Rep2_totalRNA,liver,WT,ZT5,missing,missing
SRR26055482,33842656,2538199200,75,946,SRX21771831,GSM7779792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877417,SAMN37386003,simple,10090,Mus musculus,GSM7779792,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT5_Rep2_totalRNA,TR123_347_IRP1_+/+_ZT5_Rep2_totalRNA,IRP1_+/+_ZT5_Rep2_totalRNA,liver,WT,ZT5,missing,missing
SRR26055481,13148063,1051845040,80,378,SRX21771832,GSM7779793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877418,SAMN37386002,simple,10090,Mus musculus,GSM7779793,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT5_Rep3_totalRNA,TR124_340_IRP1_ko/ko_ZT5_Rep3_totalRNA,IRP1_ko/ko_ZT5_Rep3_totalRNA,liver,IRP1 Knockout,ZT5,missing,missing
SRR26055480,22822407,1711680525,75,652,SRX21771833,GSM7779794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877419,SAMN37386001,simple,10090,Mus musculus,GSM7779794,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_ko/ko_ZT5_Rep3_totalRNA,TR124_347_IRP1_ko/ko_ZT5_Rep3_totalRNA,IRP1_ko/ko_ZT5_Rep3_totalRNA,liver,IRP1 Knockout,ZT5,missing,missing
SRR26055479,14645425,1171634000,80,414,SRX21771834,GSM7779795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877420,SAMN37386000,simple,10090,Mus musculus,GSM7779795,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP1_+/+_ZT5_Rep3_totalRNA,TR125_340_IRP1_+/+_ZT5_Rep3_totalRNA,IRP1_+/+_ZT5_Rep3_totalRNA,liver,WT,ZT5,missing,missing
SRR26055478,14917664,1193413120,80,432,SRX21771835,GSM7779796,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877421,SAMN37385999,simple,10090,Mus musculus,GSM7779796,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP2_ko/ko_ZT12_Rep1_totalRNA,TR130_340_IRP2_ko/ko_ZT12_Rep1_totalRNA,IRP2_ko/ko_ZT12_Rep1_totalRNA,liver,IRP2 knockout,ZT12,missing,missing
SRR26055477,16276930,1302154400,80,471,SRX21771836,GSM7779797,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877422,SAMN37385998,simple,10090,Mus musculus,GSM7779797,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP2_+/+_ZT12_Rep1_totalRNA,TR131_340_IRP2_+/+_ZT12_Rep1_totalRNA,IRP2_+/+_ZT12_Rep1_totalRNA,liver,WT,ZT12,missing,missing
SRR26055476,13652293,1092183440,80,400,SRX21771837,GSM7779798,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP460298,PRJNA1016416,,"",SRS18877423,SAMN37385997,simple,10090,Mus musculus,GSM7779798,"Gatfield, UNIL - CIG",SRA1711697,05,2024,Nadimpalli,IRP2_ko/ko_ZT12_Rep2_totalRNA,TR132_340_IRP2_ko/ko_ZT12_Rep2_totalRNA,IRP2_ko/ko_ZT12_Rep2_totalRNA,liver,IRP2 knockout,ZT12,missing,missing
