Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,isolate,age,biomaterial_provider,collection_date,geo_loc_name,sex,tissue,cell_line,identity,BioSampleModel,Identity
SRR28435792,5445093,816763950,150,259,SRX24039606,72,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832365,SAMN40598927,simple,9606,Homo sapiens,LDLR_TGA1_plus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,69
SRR28435791,3682519,552377850,150,174,SRX24039607,73,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832366,SAMN40598928,simple,9606,Homo sapiens,LDLR_TGA3_minus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,70
SRR28435790,4841435,726215250,150,229,SRX24039608,74,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832367,SAMN40598929,simple,9606,Homo sapiens,LDLR_TGA3_plus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,71
SRR28435789,2038802,305820300,150,100,SRX24039609,75,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832368,SAMN40598930,simple,9606,Homo sapiens,AGXT_TAA1_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,72
SRR28435788,1437096,215564400,150,72,SRX24039610,76,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832369,SAMN40598931,simple,9606,Homo sapiens,AGXT_TAA3_minus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,73
SRR28435787,8340841,1251126150,150,388,SRX24039611,59,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832370,SAMN40598914,simple,9606,Homo sapiens,AGXT_TAA3_plus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,56
SRR28435786,4978530,746779500,150,242,SRX24039612,77,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832371,SAMN40598932,simple,9606,Homo sapiens,AGXT_TAA3_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,74
SRR28435785,687741,103161150,150,34,SRX24039613,78,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832372,SAMN40598933,simple,9606,Homo sapiens,AGXT_TAG1_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,75
SRR28435784,792193,118828950,150,39,SRX24039614,79,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832373,SAMN40598934,simple,9606,Homo sapiens,AGXT_TAG3_minus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,76
SRR28435783,4858521,728778150,150,244,SRX24039615,80,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832374,SAMN40598935,simple,9606,Homo sapiens,AGXT_TAG3_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,77
SRR28435782,1333942,200091300,150,66,SRX24039616,81,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832376,SAMN40598936,simple,9606,Homo sapiens,AGXT_TGA1_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,78
SRR28435781,2090259,313538850,150,105,SRX24039617,82,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832375,SAMN40598937,simple,9606,Homo sapiens,AGXT_TGA3_minus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,79
SRR28435780,2575879,386381850,150,127,SRX24039618,83,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832377,SAMN40598938,simple,9606,Homo sapiens,AGXT_TGA3_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,80
SRR28435779,1509646,226446900,150,72,SRX24039619,84,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832378,SAMN40598939,simple,9606,Homo sapiens,LDLR_TAA1_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,81
SRR28435778,1748657,262298550,150,86,SRX24039620,85,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832379,SAMN40598940,simple,9606,Homo sapiens,LDLR_TAA3_minus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,82
SRR28435777,2789153,418372950,150,134,SRX24039621,86,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832380,SAMN40598941,simple,9606,Homo sapiens,LDLR_TAA3_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,83
SRR28435776,1162941,174441150,150,55,SRX24039622,60,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832381,SAMN40598915,simple,9606,Homo sapiens,AGXT_TAG1_plus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,57
SRR28435775,358072,53710800,150,17,SRX24039623,87,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832382,SAMN40598942,simple,9606,Homo sapiens,LDLR_TAG1_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,84
SRR28435774,2164619,324692850,150,105,SRX24039624,88,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832383,SAMN40598943,simple,9606,Homo sapiens,LDLR_TAG3_minus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,85
SRR28435773,2462140,369321000,150,122,SRX24039625,89,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832384,SAMN40598944,simple,9606,Homo sapiens,LDLR_TAG3_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,86
SRR28435772,3447050,517057500,150,169,SRX24039626,90,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832385,SAMN40598945,simple,9606,Homo sapiens,LDLR_TGA1_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,87
SRR28435771,2350705,352605750,150,115,SRX24039627,91,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832386,SAMN40598946,simple,9606,Homo sapiens,LDLR_TGA3_minus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,88
SRR28435770,3090920,463638000,150,151,SRX24039628,92,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832387,SAMN40598947,simple,9606,Homo sapiens,LDLR_TGA3_plus-2_5,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,89
SRR28435769,1313974,197096100,150,62,SRX24039629,61,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832388,SAMN40598916,simple,9606,Homo sapiens,AGXT_TAG3_minus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,58
SRR28435768,7619243,1142886450,150,374,SRX24039630,62,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832389,SAMN40598917,simple,9606,Homo sapiens,AGXT_TAG3_plus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,59
SRR28435767,2217839,332675850,150,106,SRX24039631,63,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832390,SAMN40598918,simple,9606,Homo sapiens,AGXT_TGA1_plus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,60
SRR28435766,3427480,514122000,150,164,SRX24039632,64,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832391,SAMN40598919,simple,9606,Homo sapiens,AGXT_TGA3_minus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,61
SRR28435765,4216791,632518650,150,200,SRX24039633,65,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832392,SAMN40598920,simple,9606,Homo sapiens,AGXT_TGA3_plus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,62
SRR28435764,2381149,357172350,150,112,SRX24039634,66,Targeted-Capture,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP497092,PRJNA1090628,,"",SRS20832393,SAMN40598921,simple,9606,Homo sapiens,LDLR_TAA1_plus-1_4,Peking University,SRA1832713,03,2024,Yan,"","",not collected,not collected,not collected,not collected,not collected,not collected,not collected,HEK293T,,Human,63
