Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell type,geo_loc_name,collection_date
SRR28817105,44305350,2215267500,50,827,SRX24380214,GSM8232675,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136519,SAMN41096253,simple,10090,Mus musculus,GSM8232675,McGill University,SRA1857619,04,2024,Lister,spinal cord,SC_D63_SNI_205_rFP,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817104,40469612,2023480600,50,889,SRX24380215,GSM8232676,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136520,SAMN41096252,simple,10090,Mus musculus,GSM8232676,McGill University,SRA1857619,04,2024,Lister,spinal cord,SC_D63_SNI_206_mRNA,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817103,50505396,2525269800,50,933,SRX24380216,GSM8232677,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136521,SAMN41096251,simple,10090,Mus musculus,GSM8232677,McGill University,SRA1857619,04,2024,Lister,spinal cord,SC_D63_SNI_206_rFP,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817101,20414834,4123796468,101,1187,SRX24380217,GSM8232623,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136522,SAMN41096305,simple,10090,Mus musculus,GSM8232623,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IN 1,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817102,89363776,26987860352,151,8562,SRX24380217,GSM8232623,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136522,SAMN41096305,simple,10090,Mus musculus,GSM8232623,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IN 1,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817099,34733964,7016260728,101,2006,SRX24380218,GSM8232624,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136523,SAMN41096304,simple,10090,Mus musculus,GSM8232624,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SNI IN 2,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817100,61076909,18445226518,151,5817,SRX24380218,GSM8232624,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136523,SAMN41096304,simple,10090,Mus musculus,GSM8232624,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SNI IN 2,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817095,30400570,6140915140,101,1783,SRX24380219,GSM8232625,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136524,SAMN41096303,simple,10090,Mus musculus,GSM8232625,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IN 2,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817096,92651568,27980773536,151,8978,SRX24380219,GSM8232625,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136524,SAMN41096303,simple,10090,Mus musculus,GSM8232625,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IN 2,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817094,41854485,8454605970,101,2455,SRX24380220,GSM8232626,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136525,SAMN41096302,simple,10090,Mus musculus,GSM8232626,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SNI IN 3,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817097,36934425,7460753850,101,2168,SRX24380221,GSM8232627,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136526,SAMN41096301,simple,10090,Mus musculus,GSM8232627,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IN 3,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817098,120200266,36300480332,151,11622,SRX24380221,GSM8232627,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136526,SAMN41096301,simple,10090,Mus musculus,GSM8232627,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IN 3,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817093,95360659,19262853118,101,5488,SRX24380222,GSM8232628,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136527,SAMN41096300,simple,10090,Mus musculus,GSM8232628,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SNI IP 1,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817090,90481223,18277207046,101,5220,SRX24380223,GSM8232630,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136528,SAMN41096298,simple,10090,Mus musculus,GSM8232630,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SNI IP 2,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817089,51924935,10488836870,101,3005,SRX24380224,GSM8232629,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136529,SAMN41096299,simple,10090,Mus musculus,GSM8232629,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IP 1,spinal cord,spinal cord,all cells,missing,missing
SRR28817088,47765031,9648536262,101,2779,SRX24380225,GSM8232631,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136530,SAMN41096297,simple,10090,Mus musculus,GSM8232631,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IP 2,spinal cord,spinal cord,all cells,missing,missing
SRR28817091,20532459,4147556718,101,1194,SRX24380226,GSM8232632,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136531,SAMN41096296,simple,10090,Mus musculus,GSM8232632,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SNI IP 3,spinal cord,spinal cord,all cells,missing,missing
SRR28817092,87423244,26401819688,151,8373,SRX24380226,GSM8232632,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136531,SAMN41096296,simple,10090,Mus musculus,GSM8232632,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SNI IP 3,spinal cord,spinal cord,all cells,missing,missing
SRR28817087,62964339,12718796478,101,3656,SRX24380227,GSM8232633,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136532,SAMN41096295,simple,10090,Mus musculus,GSM8232633,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D4 SHAM IP 3,spinal cord,spinal cord,all cells,missing,missing
SRR28817067,85468463,17264629526,101,4972,SRX24380228,GSM8232634,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136533,SAMN41096294,simple,10090,Mus musculus,GSM8232634,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SNI IN 1,spinal cord,spinal cord,all cells,missing,missing
SRR28817086,63351697,3167584850,50,1139,SRX24380229,GSM8232678,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136534,SAMN41096250,simple,10090,Mus musculus,GSM8232678,McGill University,SRA1857619,04,2024,Lister,dorsal root ganglia,GRP3_DRG_D03_CFA_301_mRNA,spinal cord,spinal cord,all cells,missing,missing
SRR28817085,43970094,2198504700,50,863,SRX24380230,GSM8232679,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136535,SAMN41096249,simple,10090,Mus musculus,GSM8232679,McGill University,SRA1857619,04,2024,Lister,dorsal root ganglia,GRP3_DRG_D03_CFA_301_rFP,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817084,62675514,3133775700,50,1117,SRX24380231,GSM8232680,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136536,SAMN41096248,simple,10090,Mus musculus,GSM8232680,McGill University,SRA1857619,04,2024,Lister,dorsal root ganglia,GRP3_DRG_D03_CFA_305_mRNA,spinal cord,spinal cord,all cells,missing,missing
SRR28817083,30514362,1525718100,50,607,SRX24380232,GSM8232681,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136537,SAMN41096247,simple,10090,Mus musculus,GSM8232681,McGill University,SRA1857619,04,2024,Lister,dorsal root ganglia,GRP3_DRG_D03_CFA_305_rFP,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817082,64475175,3223758750,50,1154,SRX24380233,GSM8232682,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136538,SAMN41096246,simple,10090,Mus musculus,GSM8232682,McGill University,SRA1857619,04,2024,Lister,dorsal root ganglia,GRP3_DRG_D03_VEH_401_mRNA,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817081,41956771,2097838550,50,824,SRX24380234,GSM8232683,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136540,SAMN41096245,simple,10090,Mus musculus,GSM8232683,McGill University,SRA1857619,04,2024,Lister,dorsal root ganglia,GRP3_DRG_D03_VEH_401_rFP,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817080,60841647,3042082350,50,1083,SRX24380235,GSM8232684,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136539,SAMN41096244,simple,10090,Mus musculus,GSM8232684,McGill University,SRA1857619,04,2024,Lister,dorsal root ganglia,GRP3_DRG_D03_VEH_402_mRNA,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817079,42815559,2140777950,50,844,SRX24380236,GSM8232685,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136541,SAMN41096243,simple,10090,Mus musculus,GSM8232685,McGill University,SRA1857619,04,2024,Lister,dorsal root ganglia,GRP3_DRG_D03_VEH_402_rFP,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817078,48860084,2443004200,50,1078,SRX24380237,GSM8232686,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136542,SAMN41096242,simple,10090,Mus musculus,GSM8232686,McGill University,SRA1857619,04,2024,Lister,spinal cord,GRP3__SC_D03_CFA_303_mRNA,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817077,45887382,2294369100,50,801,SRX24380238,GSM8232687,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136543,SAMN41096241,simple,10090,Mus musculus,GSM8232687,McGill University,SRA1857619,04,2024,Lister,spinal cord,GRP3__SC_D03_CFA_303_rFP,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817076,48239274,2411963700,50,1139,SRX24380239,GSM8232688,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136544,SAMN41096240,simple,10090,Mus musculus,GSM8232688,McGill University,SRA1857619,04,2024,Lister,spinal cord,GRP3__SC_D03_CFA_304_mRNA,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817075,49928232,2496411600,50,945,SRX24380240,GSM8232689,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136545,SAMN41096239,simple,10090,Mus musculus,GSM8232689,McGill University,SRA1857619,04,2024,Lister,spinal cord,GRP3__SC_D03_CFA_304_rFP,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817074,41608182,2080409100,50,918,SRX24380241,GSM8232690,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136546,SAMN41096238,simple,10090,Mus musculus,GSM8232690,McGill University,SRA1857619,04,2024,Lister,spinal cord,GRP3__SC_D03_VEH_403_mRNA,spinal cord,spinal cord,excitatory neurons,missing,missing
SRR28817073,55455700,2772785000,50,972,SRX24380242,GSM8232691,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136547,SAMN41096237,simple,10090,Mus musculus,GSM8232691,McGill University,SRA1857619,04,2024,Lister,spinal cord,GRP3__SC_D03_VEH_403_rFP,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817072,50637276,2531863800,50,1192,SRX24380243,GSM8232692,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136548,SAMN41096236,simple,10090,Mus musculus,GSM8232692,McGill University,SRA1857619,04,2024,Lister,spinal cord,GRP3__SC_D03_VEH_404_mRNA,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817068,38111570,7698537140,101,2233,SRX24380244,GSM8232635,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136549,SAMN41096293,simple,10090,Mus musculus,GSM8232635,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IN 1,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817069,52742576,15928257952,151,5112,SRX24380244,GSM8232635,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136549,SAMN41096293,simple,10090,Mus musculus,GSM8232635,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IN 1,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817066,40800179,2040008950,50,770,SRX24380245,GSM8232693,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP504307,PRJNA1105042,38979173,"",SRS21136550,SAMN41096235,simple,10090,Mus musculus,GSM8232693,McGill University,SRA1857619,04,2024,Lister,spinal cord,GRP3__SC_D03_VEH_404_rFP,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817065,71915469,14526924738,101,4196,SRX24380246,GSM8232636,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136551,SAMN41096292,simple,10090,Mus musculus,GSM8232636,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SNI IN 2,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817070,37640325,7603345650,101,2179,SRX24380247,GSM8232637,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136552,SAMN41096291,simple,10090,Mus musculus,GSM8232637,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IN 2,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817071,102581766,30979693332,151,9797,SRX24380247,GSM8232637,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136552,SAMN41096291,simple,10090,Mus musculus,GSM8232637,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IN 2,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817061,22040048,4452089696,101,1297,SRX24380248,GSM8232638,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136553,SAMN41096290,simple,10090,Mus musculus,GSM8232638,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SNI IN 3,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817062,97966123,29585769146,151,9510,SRX24380248,GSM8232638,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136553,SAMN41096290,simple,10090,Mus musculus,GSM8232638,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SNI IN 3,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817059,16861630,3406049260,101,1000,SRX24380249,GSM8232639,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136554,SAMN41096289,simple,10090,Mus musculus,GSM8232639,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IN 3,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817060,85645297,25864879694,151,8376,SRX24380249,GSM8232639,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136554,SAMN41096289,simple,10090,Mus musculus,GSM8232639,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IN 3,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817058,47909350,9677688700,101,2783,SRX24380250,GSM8232640,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136555,SAMN41096288,simple,10090,Mus musculus,GSM8232640,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SNI IP 1,spinal cord,spinal cord,inhibitory neurons,missing,missing
SRR28817063,25895036,5230797272,101,1537,SRX24380251,GSM8232641,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136556,SAMN41096287,simple,10090,Mus musculus,GSM8232641,McGill University,SRA1857619,05,2024,Lister,spinal cord,TAC1 D60 SHAM IP 1,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817064,46245136,13095054072,141,4031,SRX24380251,GSM8232641,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136556,SAMN41096287,simple,10090,Mus musculus,GSM8232641,McGill University,SRA1857619,05,2024,Lister,spinal cord,TAC1 D60 SHAM IP 1,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817057,152355815,30775874630,101,8848,SRX24380252,GSM8232642,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136557,SAMN41096286,simple,10090,Mus musculus,GSM8232642,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SNI IP 2,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817056,144493681,29187723562,101,8385,SRX24380253,GSM8232643,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136558,SAMN41096285,simple,10090,Mus musculus,GSM8232643,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IP 2,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817055,55599221,11231042642,101,3232,SRX24380254,GSM8232644,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136559,SAMN41096284,simple,10090,Mus musculus,GSM8232644,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SNI IP 3,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817053,30758140,6213144280,101,1790,SRX24380255,GSM8232645,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136560,SAMN41096283,simple,10090,Mus musculus,GSM8232645,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IP 3,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
SRR28817054,115533795,34891206090,151,11082,SRX24380255,GSM8232645,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP504307,PRJNA1105042,38979173,"",SRS21136560,SAMN41096283,simple,10090,Mus musculus,GSM8232645,McGill University,SRA1857619,04,2024,Lister,spinal cord,TAC1 D60 SHAM IP 3,dorsal root ganglia,dorsal root ganglia,all cells,missing,missing
