Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,genotype,geo_loc_name,collection_date,treatment
SRR28018087,20690476,6041618992,150,2032,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",HeLa,HeLa,WT,missing,missing,
SRR28018088,28039269,8187466548,150,2676,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",HeLa,HeLa,WT,missing,missing,
SRR28018089,35509980,10368914160,150,3450,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",HeLa,HeLa,WT,missing,missing,
SRR28018090,18795160,5488186720,150,1834,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",NA,NA,,missing,missing,DMS
SRR28018091,28912970,8442587240,150,2824,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",NA,NA,,missing,missing,DMS
SRR28018092,26045007,7605142044,150,2553,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",NA,NA,,missing,missing,no DMS
SRR28018093,31658449,9244267108,150,3117,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",NA,NA,,missing,missing,no DMS
SRR28018094,18323888,5350575296,150,1802,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",NA,NA,,missing,missing,"DMS, denature RNA"
SRR28018095,32174014,9394812088,150,3143,SRX23670171,GSM8087260,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501043,SAMN40001019,simple,9606,Homo sapiens,GSM8087260,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"CleanCap, m1Y, total RNA input",NA,NA,,missing,missing,"DMS, denature RNA"
SRR28018081,33641192,10092357600,150,3723,SRX23670172,GSM8087261,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501044,SAMN40001018,simple,9606,Homo sapiens,GSM8087261,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, LongPool, monosome fraction",HEK293T,HEK293T,WT,missing,missing,
SRR28018082,25700145,7710043500,150,2852,SRX23670172,GSM8087261,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501044,SAMN40001018,simple,9606,Homo sapiens,GSM8087261,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, LongPool, monosome fraction",HEK293T,HEK293T,WT,missing,missing,
SRR28018083,27152827,8145848100,150,3017,SRX23670172,GSM8087261,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501044,SAMN40001018,simple,9606,Homo sapiens,GSM8087261,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, LongPool, monosome fraction",HEK293T,HEK293T,WT,missing,missing,
SRR28018075,27388766,7997519672,150,3147,SRX23670173,GSM8087262,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501045,SAMN40001017,simple,9606,Homo sapiens,GSM8087262,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018076,39613599,11567170908,150,4547,SRX23670173,GSM8087262,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501045,SAMN40001017,simple,9606,Homo sapiens,GSM8087262,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018077,32507865,9492296580,150,3760,SRX23670173,GSM8087262,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501045,SAMN40001017,simple,9606,Homo sapiens,GSM8087262,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018078,32183404,9397553968,150,3705,SRX23670173,GSM8087262,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501045,SAMN40001017,simple,9606,Homo sapiens,GSM8087262,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018079,37853954,11053354568,150,4351,SRX23670173,GSM8087262,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501045,SAMN40001017,simple,9606,Homo sapiens,GSM8087262,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018080,39195104,11444970368,150,4516,SRX23670173,GSM8087262,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501045,SAMN40001017,simple,9606,Homo sapiens,GSM8087262,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018071,23482243,6856814956,150,2723,SRX23670174,GSM8087263,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501046,SAMN40001016,simple,9606,Homo sapiens,GSM8087263,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, VarientPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018072,25564799,7464921308,150,2975,SRX23670174,GSM8087263,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501046,SAMN40001016,simple,9606,Homo sapiens,GSM8087263,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, VarientPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018073,22858835,6674779820,150,2654,SRX23670174,GSM8087263,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501046,SAMN40001016,simple,9606,Homo sapiens,GSM8087263,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, VarientPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018074,47452132,13856022544,150,5508,SRX23670174,GSM8087263,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501046,SAMN40001016,simple,9606,Homo sapiens,GSM8087263,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, VarientPool, monosome fraction",HeLa,HeLa,WT,missing,missing,
SRR28018068,34080950,9951637400,150,3950,SRX23670175,GSM8087265,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501047,SAMN40001014,simple,9606,Homo sapiens,GSM8087265,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, total RNA input",NA,NA,,missing,missing,DMS
SRR28018069,31013841,9056041572,150,3583,SRX23670175,GSM8087265,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501047,SAMN40001014,simple,9606,Homo sapiens,GSM8087265,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, total RNA input",NA,NA,,missing,missing,DMS
SRR28018070,32571695,9510934940,150,3759,SRX23670175,GSM8087265,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501047,SAMN40001014,simple,9606,Homo sapiens,GSM8087265,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, ShortPool, total RNA input",NA,NA,,missing,missing,no DMS
SRR28018065,22582888,6594203296,150,2636,SRX23670176,GSM8087266,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501048,SAMN40001013,simple,9606,Homo sapiens,GSM8087266,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, VarientPool, total RNA input",NA,NA,,missing,missing,no DMS
SRR28018066,27117304,7918252768,150,3153,SRX23670176,GSM8087266,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501048,SAMN40001013,simple,9606,Homo sapiens,GSM8087266,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, VarientPool, total RNA input",NA,NA,,missing,missing,"DMS, denature RNA"
SRR28018067,25978730,7585789160,150,3009,SRX23670176,GSM8087266,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501048,SAMN40001013,simple,9606,Homo sapiens,GSM8087266,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, VarientPool, total RNA input",NA,NA,,missing,missing,"DMS, denature RNA"
SRR28018062,49145743,14350556956,150,5772,SRX23670177,GSM8087267,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501049,SAMN40001012,simple,32630,synthetic construct,GSM8087267,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE",HEK293T,HEK293T,WT,missing,missing,
SRR28018063,42952248,12542056416,150,5020,SRX23670177,GSM8087267,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501049,SAMN40001012,simple,32630,synthetic construct,GSM8087267,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE",HEK293T,HEK293T,WT,missing,missing,
SRR28018064,45085252,13164893584,150,5274,SRX23670177,GSM8087267,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501049,SAMN40001012,simple,32630,synthetic construct,GSM8087267,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE",HEK293T,HEK293T,WT,missing,missing,
SRR28018059,168537546,50561263800,150,15469,SRX23670178,GSM8087268,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501050,SAMN40001011,simple,32630,synthetic construct,GSM8087268,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap",HeLa,HeLa,WT,missing,missing,
SRR28018060,164392334,49317700200,150,15206,SRX23670178,GSM8087268,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501050,SAMN40001011,simple,32630,synthetic construct,GSM8087268,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap",HeLa,HeLa,WT,missing,missing,
SRR28018061,88920173,26676051900,150,8215,SRX23670178,GSM8087268,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501050,SAMN40001011,simple,32630,synthetic construct,GSM8087268,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap",HeLa,HeLa,WT,missing,missing,
SRR28018056,42598294,12438701848,150,4946,SRX23670179,GSM8087269,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501051,SAMN40001010,simple,32630,synthetic construct,GSM8087269,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE, noDMS",HeLa,HeLa,WT,missing,missing,
SRR28018057,37640191,10990935772,150,4403,SRX23670179,GSM8087269,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501051,SAMN40001010,simple,32630,synthetic construct,GSM8087269,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE, noDMS",HeLa,HeLa,WT,missing,missing,
SRR28018058,40512270,11829582840,150,4734,SRX23670179,GSM8087269,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501051,SAMN40001010,simple,32630,synthetic construct,GSM8087269,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE, noDMS",HeLa,HeLa,WT,missing,missing,
SRR28018053,70486766,21146029800,150,6313,SRX23670180,GSM8087270,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501052,SAMN40001009,simple,32630,synthetic construct,GSM8087270,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap, noDMS",HeLa,HeLa,WT,missing,missing,
SRR28018054,81923074,24576922200,150,7504,SRX23670180,GSM8087270,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501052,SAMN40001009,simple,32630,synthetic construct,GSM8087270,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap, noDMS",HeLa,HeLa,WT,missing,missing,
SRR28018055,79479111,23843733300,150,7078,SRX23670180,GSM8087270,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501052,SAMN40001009,simple,32630,synthetic construct,GSM8087270,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap, noDMS",HeLa,HeLa,WT,missing,missing,
SRR28018050,37309200,10894286400,150,4357,SRX23670181,GSM8087271,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501053,SAMN40001008,simple,32630,synthetic construct,GSM8087271,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE, denatured",HeLa,HeLa,WT,missing,missing,
SRR28018051,50586166,14771160472,150,5878,SRX23670181,GSM8087271,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501053,SAMN40001008,simple,32630,synthetic construct,GSM8087271,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE, denatured",NA,NA,,missing,missing,DMS
SRR28018052,44365618,12954760456,150,5181,SRX23670181,GSM8087271,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501053,SAMN40001008,simple,32630,synthetic construct,GSM8087271,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, VCE, denatured",NA,NA,,missing,missing,DMS
SRR28018047,104497596,31349278800,150,9588,SRX23670182,GSM8087272,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501054,SAMN40001007,simple,32630,synthetic construct,GSM8087272,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap, denatured",NA,NA,,missing,missing,no DMS
SRR28018048,166657731,49997319300,150,15229,SRX23670182,GSM8087272,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501054,SAMN40001007,simple,32630,synthetic construct,GSM8087272,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap, denatured",NA,NA,,missing,missing,no DMS
SRR28018049,155331187,46599356100,150,14137,SRX23670182,GSM8087272,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501054,SAMN40001007,simple,32630,synthetic construct,GSM8087272,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,NA,"DMSMapseq, CleanCap, denatured",NA,NA,,missing,missing,"DMS, denature RNA"
SRR28018043,52028901,15192439092,150,5984,SRX23670183,GSM8087273,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501055,SAMN40001006,simple,9606,Homo sapiens,GSM8087273,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, monosme fraction, minitralize rep1",NA,NA,,missing,missing,"DMS, denature RNA"
SRR28018044,10442746,3049281832,150,1201,SRX23670183,GSM8087273,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501055,SAMN40001006,simple,9606,Homo sapiens,GSM8087273,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, monosme fraction, minitralize rep1",HEK293T,HEK293T,WT,missing,missing,
SRR28018045,4893581,1428925652,150,569,SRX23670183,GSM8087273,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501055,SAMN40001006,simple,9606,Homo sapiens,GSM8087273,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, monosme fraction, minitralize rep1",HEK293T,HEK293T,WT,missing,missing,
SRR28018046,24985679,7295818268,150,2920,SRX23670183,GSM8087273,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501055,SAMN40001006,simple,9606,Homo sapiens,GSM8087273,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, monosme fraction, minitralize rep1",HEK293T,HEK293T,WT,missing,missing,
SRR28018039,50633433,14784962436,150,5813,SRX23670184,GSM8087274,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501056,SAMN40001005,simple,9606,Homo sapiens,GSM8087274,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, monosme fraction, minitralize rep2",HeLa,HeLa,WT,missing,missing,
SRR28018040,8464730,2471701160,150,971,SRX23670184,GSM8087274,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501056,SAMN40001005,simple,9606,Homo sapiens,GSM8087274,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, monosme fraction, minitralize rep2",HeLa,HeLa,WT,missing,missing,
SRR28018041,3954301,1154655892,150,459,SRX23670184,GSM8087274,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501056,SAMN40001005,simple,9606,Homo sapiens,GSM8087274,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, monosme fraction, minitralize rep2",HeLa,HeLa,WT,missing,missing,
SRR28018042,19604720,5724578240,150,2278,SRX23670184,GSM8087274,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501056,SAMN40001005,simple,9606,Homo sapiens,GSM8087274,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, monosme fraction, minitralize rep2",HeLa,HeLa,WT,missing,missing,
SRR28018035,26043736,7604770912,150,3007,SRX23670185,GSM8087275,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501057,SAMN40001004,simple,9606,Homo sapiens,GSM8087275,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, minitralize, total RNA input",HeLa,HeLa,WT,missing,missing,
SRR28018036,18722944,5467099648,150,2151,SRX23670185,GSM8087275,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501057,SAMN40001004,simple,9606,Homo sapiens,GSM8087275,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, minitralize, total RNA input",HeLa,HeLa,WT,missing,missing,
SRR28018037,19626350,5730894200,150,2273,SRX23670185,GSM8087275,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501057,SAMN40001004,simple,9606,Homo sapiens,GSM8087275,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, minitralize, total RNA input",HeLa,HeLa,WT,missing,missing,
SRR28018038,21924199,6401866108,150,2564,SRX23670185,GSM8087275,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP490519,PRJNA1078388,,"",SRS20501057,SAMN40001004,simple,9606,Homo sapiens,GSM8087275,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HEK293T,"CleanCap, Unmod, minitralize, total RNA input",HeLa,HeLa,WT,missing,missing,
SRR28018034,26950533,8085159900,150,2981,SRX23670186,GSM8087264,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP490519,PRJNA1078388,,"",SRS20501058,SAMN40001015,simple,9606,Homo sapiens,GSM8087264,"Cellular and Molecular Physiology, Yale University",SRA1805228,12,2024,Thoreen,HeLa,"VCE, LongPool, total RNA input",HeLa,HeLa,WT,missing,missing,
