Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,cell type,genotype,treatment,geo_loc_name,collection_date
SRR28628261,2080728,115553512,55,57,SRX24226147,GSM8198382,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995747,SAMN40932377,simple,5693,Trypanosoma cruzi,GSM8198382,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in nutritional stress replicate 3,whole organism,Dm28c,whole organism,WT,cells fully differentiated to metacyclic trypomastigotes,missing,missing
SRR28628260,2441087,135579660,55,67,SRX24226148,GSM8198383,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995748,SAMN40932376,simple,5693,Trypanosoma cruzi,GSM8198383,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E3 immunoprecipitation in nutritional stress replicate 1,whole organism,Dm28c,whole organism,WT,cells fully differentiated to metacyclic trypomastigotes,missing,missing
SRR28628259,2150155,119381857,55,59,SRX24226149,GSM8198384,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995749,SAMN40932375,simple,5693,Trypanosoma cruzi,GSM8198384,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E3 immunoprecipitation in nutritional stress replicate 2,whole organism,Dm28c,whole organism,WT,cells fully differentiated to metacyclic trypomastigotes,missing,missing
SRR28628258,1922406,106739058,55,53,SRX24226150,GSM8198385,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995750,SAMN40932374,simple,5693,Trypanosoma cruzi,GSM8198385,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E3 immunoprecipitation in nutritional stress replicate 3,whole organism,Dm28c,whole organism,WT,cells fully differentiated to metacyclic trypomastigotes,missing,missing
SRR28628257,2373081,131758277,55,65,SRX24226151,GSM8198386,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995751,SAMN40932373,simple,5693,Trypanosoma cruzi,GSM8198386,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 1,whole organism,Dm28c,whole organism,WT,cells fully differentiated to metacyclic trypomastigotes,missing,missing
SRR28628256,2163107,120137188,55,60,SRX24226152,GSM8198387,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995752,SAMN40932372,simple,5693,Trypanosoma cruzi,GSM8198387,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 2,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628255,2259560,125498019,55,62,SRX24226153,GSM8198388,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995753,SAMN40932371,simple,5693,Trypanosoma cruzi,GSM8198388,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 3,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628254,2216337,122935208,55,61,SRX24226154,GSM8198389,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995754,SAMN40932370,simple,5693,Trypanosoma cruzi,GSM8198389,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,GFP-FLAG (negative control) immunoprecipitation in exponential growth replicate 1,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628253,2227965,123864401,55,61,SRX24226155,GSM8198390,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995755,SAMN40932369,simple,5693,Trypanosoma cruzi,GSM8198390,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,GFP-FLAG (negative control) immunoprecipitation in exponential growth replicate 2,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628252,2215611,123109332,55,61,SRX24226156,GSM8198391,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995756,SAMN40932368,simple,5693,Trypanosoma cruzi,GSM8198391,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,GFP-FLAG (negative control) immunoprecipitation in exponential growth replicate 3,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628251,2266688,126056551,55,63,SRX24226157,GSM8198392,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995757,SAMN40932367,simple,5693,Trypanosoma cruzi,GSM8198392,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E3 immunoprecipitation (episomal using GFP antibodies) in exponential growth replicate 1,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628250,2060479,114603647,55,57,SRX24226158,GSM8198393,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995758,SAMN40932366,simple,5693,Trypanosoma cruzi,GSM8198393,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E3 immunoprecipitation (episomal using GFP antibodies) in exponential growth replicate 2,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628249,1820656,101236972,55,51,SRX24226159,GSM8198394,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995759,SAMN40932365,simple,5693,Trypanosoma cruzi,GSM8198394,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E3 immunoprecipitation (episomal using GFP antibodies) in exponential growth replicate 3,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628248,2068605,114740916,55,57,SRX24226160,GSM8198395,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995760,SAMN40932364,simple,5693,Trypanosoma cruzi,GSM8198395,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation (episomal using GFP antibodies) in exponential growth replicate 1,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628247,1733382,96375773,55,47,SRX24226161,GSM8198396,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995761,SAMN40932363,simple,5693,Trypanosoma cruzi,GSM8198396,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation (episomal using GFP antibodies) in exponential growth replicate 2,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628246,1320990,73364392,55,36,SRX24226162,GSM8198397,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995762,SAMN40932362,simple,5693,Trypanosoma cruzi,GSM8198397,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation (episomal using GFP antibodies) in exponential growth replicate 3,whole organism,Dm28c,whole organism,episomal GFP-FLAG,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628244,26588052,1329402600,50,556,SRX24226163,GSM8198432,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995763,SAMN40932327,simple,5693,Trypanosoma cruzi,GSM8198432,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in nutritional stress replicate 3,whole organism,Dm28c,whole organism,episomal GFP-FLAG,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628245,26194004,1309700200,50,551,SRX24226163,GSM8198432,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995763,SAMN40932327,simple,5693,Trypanosoma cruzi,GSM8198432,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in nutritional stress replicate 3,whole organism,Dm28c,whole organism,episomal GFP-FLAG,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628243,11353019,384134911,33,194,SRX24226164,GSM8198433,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995764,SAMN40932326,simple,5693,Trypanosoma cruzi,GSM8198433,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,Ribo-seq in nutritional stress replicate 1,whole organism,Dm28c,whole organism,episomal eIF4E3-GFP,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628242,15729870,534789999,34,267,SRX24226165,GSM8198434,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995765,SAMN40932325,simple,5693,Trypanosoma cruzi,GSM8198434,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,Ribo-seq in nutritional stress replicate 2,whole organism,Dm28c,whole organism,episomal eIF4E3-GFP,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628241,18841887,623681627,33,318,SRX24226166,GSM8198435,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995766,SAMN40932324,simple,5693,Trypanosoma cruzi,GSM8198435,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,Ribo-seq in nutritional stress replicate 3,whole organism,Dm28c,whole organism,episomal eIF4E3-GFP,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628236,414989,40941487,98,21,SRX24226167,GSM8198415,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995767,SAMN40932344,simple,5693,Trypanosoma cruzi,GSM8198415,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 1 (experiment 2),whole organism,Dm28c,whole organism,episomal eIF4E4-GFP,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628237,2,199,99,0,SRX24226167,GSM8198415,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995767,SAMN40932344,simple,5693,Trypanosoma cruzi,GSM8198415,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 1 (experiment 2),whole organism,Dm28c,whole organism,episomal eIF4E4-GFP,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628238,1,101,101,0,SRX24226167,GSM8198415,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995767,SAMN40932344,simple,5693,Trypanosoma cruzi,GSM8198415,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 1 (experiment 2),whole organism,Dm28c,whole organism,episomal eIF4E4-GFP,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628239,325698,32182681,98,17,SRX24226167,GSM8198415,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995767,SAMN40932344,simple,5693,Trypanosoma cruzi,GSM8198415,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 1 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628240,501601,49679355,99,26,SRX24226167,GSM8198415,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995767,SAMN40932344,simple,5693,Trypanosoma cruzi,GSM8198415,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 1 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628232,552509,54704272,99,29,SRX24226168,GSM8198416,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995768,SAMN40932343,simple,5693,Trypanosoma cruzi,GSM8198416,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 2 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628233,4,404,101,0,SRX24226168,GSM8198416,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995768,SAMN40932343,simple,5693,Trypanosoma cruzi,GSM8198416,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 2 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628234,423092,41918643,99,22,SRX24226168,GSM8198416,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995768,SAMN40932343,simple,5693,Trypanosoma cruzi,GSM8198416,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 2 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628235,603161,59880610,99,32,SRX24226168,GSM8198416,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995768,SAMN40932343,simple,5693,Trypanosoma cruzi,GSM8198416,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 2 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628228,510877,50513868,98,27,SRX24226169,GSM8198417,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995769,SAMN40932342,simple,5693,Trypanosoma cruzi,GSM8198417,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 3 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628229,4,404,101,0,SRX24226169,GSM8198417,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995769,SAMN40932342,simple,5693,Trypanosoma cruzi,GSM8198417,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 3 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628230,434367,42239484,97,22,SRX24226169,GSM8198417,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995769,SAMN40932342,simple,5693,Trypanosoma cruzi,GSM8198417,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 3 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628231,657070,64168965,97,34,SRX24226169,GSM8198417,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995769,SAMN40932342,simple,5693,Trypanosoma cruzi,GSM8198417,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in nutritional stress replicate 3 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628225,10,964,96,0,SRX24226170,GSM8198418,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995770,SAMN40932341,simple,5693,Trypanosoma cruzi,GSM8198418,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 1 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628226,223225,22082689,98,11,SRX24226170,GSM8198418,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995770,SAMN40932341,simple,5693,Trypanosoma cruzi,GSM8198418,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 1 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628227,331704,32864175,99,17,SRX24226170,GSM8198418,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995770,SAMN40932341,simple,5693,Trypanosoma cruzi,GSM8198418,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 1 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628222,1,96,96,0,SRX24226171,GSM8198419,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995771,SAMN40932340,simple,5693,Trypanosoma cruzi,GSM8198419,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 2 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628223,345181,34270040,99,18,SRX24226171,GSM8198419,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995771,SAMN40932340,simple,5693,Trypanosoma cruzi,GSM8198419,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 2 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628224,524562,52145939,99,28,SRX24226171,GSM8198419,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995771,SAMN40932340,simple,5693,Trypanosoma cruzi,GSM8198419,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 2 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628218,5,504,100,0,SRX24226172,GSM8198420,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995772,SAMN40932339,simple,5693,Trypanosoma cruzi,GSM8198420,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 3 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628219,6,563,93,0,SRX24226172,GSM8198420,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995772,SAMN40932339,simple,5693,Trypanosoma cruzi,GSM8198420,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 3 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628220,391003,38691194,98,20,SRX24226172,GSM8198420,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995772,SAMN40932339,simple,5693,Trypanosoma cruzi,GSM8198420,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 3 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628221,577696,57272138,99,30,SRX24226172,GSM8198420,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995772,SAMN40932339,simple,5693,Trypanosoma cruzi,GSM8198420,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,IgG (negative control) immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 3 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628215,549287,54521244,99,29,SRX24226173,GSM8198421,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995773,SAMN40932338,simple,5693,Trypanosoma cruzi,GSM8198421,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 1 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628216,177141,17523188,98,9,SRX24226173,GSM8198421,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995773,SAMN40932338,simple,5693,Trypanosoma cruzi,GSM8198421,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 1 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628217,256265,25422439,99,13,SRX24226173,GSM8198421,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995773,SAMN40932338,simple,5693,Trypanosoma cruzi,GSM8198421,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 1 (experiment 2),whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628212,70,6913,98,0,SRX24226174,GSM8198422,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995774,SAMN40932337,simple,5693,Trypanosoma cruzi,GSM8198422,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 2 (experiment 2),whole organism,Dm28c,whole organism,episomal GFP-FLAG,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628213,180279,17892144,99,9,SRX24226174,GSM8198422,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995774,SAMN40932337,simple,5693,Trypanosoma cruzi,GSM8198422,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 2 (experiment 2),whole organism,Dm28c,whole organism,episomal GFP-FLAG,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628214,270259,26866192,99,14,SRX24226174,GSM8198422,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995774,SAMN40932337,simple,5693,Trypanosoma cruzi,GSM8198422,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 2 (experiment 2),whole organism,Dm28c,whole organism,episomal GFP-FLAG,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628208,5,504,100,0,SRX24226175,GSM8198423,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995775,SAMN40932336,simple,5693,Trypanosoma cruzi,GSM8198423,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 3 (experiment 2),whole organism,Dm28c,whole organism,episomal eIF4E3-GFP,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628209,1,101,101,0,SRX24226175,GSM8198423,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995775,SAMN40932336,simple,5693,Trypanosoma cruzi,GSM8198423,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 3 (experiment 2),whole organism,Dm28c,whole organism,episomal eIF4E3-GFP,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628210,387,38667,99,0,SRX24226175,GSM8198423,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995775,SAMN40932336,simple,5693,Trypanosoma cruzi,GSM8198423,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 3 (experiment 2),whole organism,Dm28c,whole organism,episomal eIF4E3-GFP,cells (epimastigote stage) in exponential growth conditions,missing,missing
