Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell type,region,age,genotype,Sex,collection,geo_loc_name,collection_date
SRR21866717,39620089,5943013350,75,2466,SRX17853780,GSM6630917,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374944,SAMN31247432,simple,10090,Mus musculus,GSM6630917,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MIXED_C2.TOTAL1-5,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,mixed,C2.TOTAL1-5,,
SRR21866716,42373139,6355970850,75,2729,SRX17853781,GSM6630918,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374945,SAMN31247431,simple,10090,Mus musculus,GSM6630918,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MIXED_C2.TOTAL1-3,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,mixed,C2.TOTAL1-3,,
SRR21866715,41616992,6242548800,75,2652,SRX17853782,GSM6630919,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374946,SAMN31247430,simple,10090,Mus musculus,GSM6630919,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MIXED_C2.TOTAL1-3,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,mixed,C2.TOTAL1-3,,
SRR21866714,44497483,6674622450,75,2847,SRX17853783,GSM6630920,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374947,SAMN31247429,simple,10090,Mus musculus,GSM6630920,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MIXED_C2.TOTAL4-5,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,mixed,C2.TOTAL4-5,,
SRR21866713,42306891,6346033650,75,2648,SRX17853784,GSM6630921,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374948,SAMN31247428,simple,10090,Mus musculus,GSM6630921,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MIXED_C2.TOTAL4-5,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,mixed,C2.TOTAL4-5,,
SRR21866712,20255029,6117018758,151,2040,SRX17853785,GSM6630994,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374949,SAMN31247355,simple,10090,Mus musculus,GSM6630994,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,male,C3.TOTAL,missing,missing
SRR21866711,21353344,6448709888,151,2156,SRX17853786,GSM6630995,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374950,SAMN31247354,simple,10090,Mus musculus,GSM6630995,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_FEMALE_C3.2,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,female,C3.2,missing,missing
SRR21866710,21274899,6425019498,151,2153,SRX17853787,GSM6630996,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374951,SAMN31247353,simple,10090,Mus musculus,GSM6630996,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,male,C3.10,missing,missing
SRR21866709,24574574,7421521348,151,2498,SRX17853788,GSM6630997,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374952,SAMN31247352,simple,10090,Mus musculus,GSM6630997,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,female,C3.TOTAL,missing,missing
SRR21866708,22347080,6748818160,151,2242,SRX17853789,GSM6630998,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374953,SAMN31247351,simple,10090,Mus musculus,GSM6630998,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,male,C3.9,missing,missing
SRR21866707,23307021,7038720342,151,2353,SRX17853790,GSM6630999,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374954,SAMN31247350,simple,10090,Mus musculus,GSM6630999,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,male,C3.9,missing,missing
SRR21866706,22887614,6912059428,151,2311,SRX17853791,GSM6631000,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374955,SAMN31247349,simple,10090,Mus musculus,GSM6631000,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,male,C3.9,missing,missing
SRR21866705,22875638,6908442676,151,2312,SRX17853792,GSM6631001,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374956,SAMN31247348,simple,10090,Mus musculus,GSM6631001,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,male,C3.10,missing,missing
SRR21866704,23654595,7143687690,151,2392,SRX17853793,GSM6631002,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374957,SAMN31247347,simple,10090,Mus musculus,GSM6631002,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C3.7,missing,missing
SRR21866703,23052593,6961883086,151,2328,SRX17853794,GSM6631003,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374958,SAMN31247346,simple,10090,Mus musculus,GSM6631003,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_FEMALE_C3.2,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,female,C3.2,missing,missing
SRR21866702,23138362,6987785324,151,2385,SRX17853795,GSM6631004,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374959,SAMN31247345,simple,10090,Mus musculus,GSM6631004,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,male,C3.TOTAL,,
SRR21866701,22677581,6848629462,151,2279,SRX17853796,GSM6631005,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374960,SAMN31247344,simple,10090,Mus musculus,GSM6631005,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,male,C3.TOTAL,,
SRR21866700,23461680,7085427360,151,2376,SRX17853797,GSM6631006,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374961,SAMN31247343,simple,10090,Mus musculus,GSM6631006,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,male,C3.10,,
SRR21866699,22833087,6895592274,151,2319,SRX17853798,GSM6631007,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374962,SAMN31247342,simple,10090,Mus musculus,GSM6631007,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C3.2,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C3.2,,
SRR21866698,22330399,6743780498,151,2256,SRX17853799,GSM6631008,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374963,SAMN31247341,simple,10090,Mus musculus,GSM6631008,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_FEMALE_C3.2,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,female,C3.2,,
SRR21866697,23190842,7003634284,151,2358,SRX17853800,GSM6631009,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374964,SAMN31247340,simple,10090,Mus musculus,GSM6631009,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,female,C3.5,,
SRR21866696,22843714,6898801628,151,2298,SRX17853801,GSM6631010,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374965,SAMN31247339,simple,10090,Mus musculus,GSM6631010,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,female,C3.7,,
SRR21866695,23880663,7211960226,151,2411,SRX17853802,GSM6631011,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374966,SAMN31247338,simple,10090,Mus musculus,GSM6631011,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,male,C3.9,,
SRR21866694,21846822,6597740244,151,2218,SRX17853803,GSM6631012,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374967,SAMN31247337,simple,10090,Mus musculus,GSM6631012,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_OVX_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,OVX,female,C3.TOTAL,,
SRR21866693,22182868,6699226136,151,2260,SRX17853804,GSM6631013,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374968,SAMN31247336,simple,10090,Mus musculus,GSM6631013,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_WT_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,WT,male,C3.TOTAL,,
SRR21866692,23810423,7190747746,151,2391,SRX17853805,GSM6631014,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374969,SAMN31247335,simple,10090,Mus musculus,GSM6631014,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,male,C3.TOTAL,,
SRR21866691,21639138,6535019676,151,2181,SRX17853806,GSM6631015,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374970,SAMN31247334,simple,10090,Mus musculus,GSM6631015,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,female,C3.TOTAL,,
SRR21866690,23331099,7045991898,151,2367,SRX17853807,GSM6631016,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374971,SAMN31247333,simple,10090,Mus musculus,GSM6631016,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_MALE_C3.1,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,male,C3.1,,
SRR21866689,23546381,7111007062,151,2391,SRX17853808,GSM6631017,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15374972,SAMN31247332,simple,10090,Mus musculus,GSM6631017,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,male,C3.TOTAL,,
SRR21866688,22714391,3407158650,75,1418,SRX17853809,GSM6630874,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374973,SAMN31247475,simple,10090,Mus musculus,GSM6630874,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C1.2,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C1.2,,
SRR21866687,23445150,3516772500,75,1433,SRX17853810,GSM6630875,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374974,SAMN31247474,simple,10090,Mus musculus,GSM6630875,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C1.3,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C1.3,,
SRR21866686,30407140,4561071000,75,1856,SRX17853811,GSM6630876,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374975,SAMN31247473,simple,10090,Mus musculus,GSM6630876,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C1.3,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C1.3,,
SRR21866685,27056388,4058458200,75,1654,SRX17853812,GSM6630877,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374976,SAMN31247472,simple,10090,Mus musculus,GSM6630877,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C1.4,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C1.4,,
SRR21866684,31484559,4722683850,75,1878,SRX17853813,GSM6630878,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374977,SAMN31247471,simple,10090,Mus musculus,GSM6630878,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C1.4,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C1.4,,
SRR21866683,22250967,3337645050,75,1391,SRX17853814,GSM6630879,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374978,SAMN31247470,simple,10090,Mus musculus,GSM6630879,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MALE_C1.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,male,C1.TOTAL,,
SRR21866682,27676323,4151448450,75,1707,SRX17853815,GSM6630880,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374979,SAMN31247469,simple,10090,Mus musculus,GSM6630880,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_MALE_C1.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,male,C1.TOTAL,,
SRR21866681,26535608,3980341200,75,1646,SRX17853816,GSM6630881,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374980,SAMN31247468,simple,10090,Mus musculus,GSM6630881,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_FEMALE_C1.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,female,C1.TOTAL,,
SRR21866680,21732936,3259940400,75,1346,SRX17853817,GSM6630882,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374981,SAMN31247467,simple,10090,Mus musculus,GSM6630882,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_FEMALE_C1.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,female,C1.TOTAL,,
SRR21866679,32130333,4819549950,75,1927,SRX17853818,GSM6630883,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374982,SAMN31247466,simple,10090,Mus musculus,GSM6630883,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_MALE_C1.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,male,C1.TOTAL,,
SRR21866678,35199873,5279980950,75,2100,SRX17853819,GSM6630884,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374983,SAMN31247465,simple,10090,Mus musculus,GSM6630884,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_MALE_C1.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,male,C1.TOTAL,missing,missing
SRR21866677,26464749,3969712350,75,1637,SRX17853820,GSM6630885,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374984,SAMN31247464,simple,10090,Mus musculus,GSM6630885,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C1.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C1.TOTAL,missing,missing
SRR21866676,27775236,4166285400,75,1684,SRX17853821,GSM6630886,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374985,SAMN31247463,simple,10090,Mus musculus,GSM6630886,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C1.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C1.TOTAL,missing,missing
SRR21866675,45969937,6895490550,75,3019,SRX17853822,GSM6630887,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374986,SAMN31247462,simple,10090,Mus musculus,GSM6630887,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MIXED_C2.1,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,mixed,C2.1,missing,missing
SRR21866674,45032017,6754802550,75,2929,SRX17853823,GSM6630888,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374987,SAMN31247461,simple,10090,Mus musculus,GSM6630888,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MIXED_C2.1,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,mixed,C2.1,missing,missing
SRR21866673,43113993,6467098950,75,2746,SRX17853824,GSM6630889,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374988,SAMN31247460,simple,10090,Mus musculus,GSM6630889,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MIXED_C2.1,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,mixed,C2.1,missing,missing
