Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,treatment,geo_loc_name,collection_date,cell type
SRR24765946,71803400,21541020000,150,6220,SRX20541234,GSM7433512,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848394,SAMN35531799,simple,10090,Mus musculus,GSM7433512,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Input AngII+Input Si-NAT10_2,heart ventricular tissue,heart ventricular tissue,AngII+Si-NAT10,AngII+Si-NAT10,missing,missing,
SRR24765945,93274137,27982241100,150,8093,SRX20541235,GSM7433513,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848395,SAMN35531798,simple,10090,Mus musculus,GSM7433513,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Input AngII+Input Si-NAT10_3,heart ventricular tissue,heart ventricular tissue,AngII+Si-NAT10,AngII+Si-NAT10,missing,missing,
SRR24765944,78180980,23454294000,150,6773,SRX20541236,GSM7433514,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848397,SAMN35531797,simple,10090,Mus musculus,GSM7433514,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Input Si-NAT10_1,heart ventricular tissue,heart ventricular tissue,Si-NAT10,Si-NAT10,missing,missing,
SRR24765943,84927417,25478225100,150,7364,SRX20541237,GSM7433515,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848398,SAMN35531796,simple,10090,Mus musculus,GSM7433515,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Input Si-NAT10_2,heart ventricular tissue,heart ventricular tissue,Si-NAT10,Si-NAT10,missing,missing,
SRR24765942,98683517,29605055100,150,8515,SRX20541238,GSM7433516,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848399,SAMN35531795,simple,10090,Mus musculus,GSM7433516,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Input Si-NAT10_3,heart ventricular tissue,heart ventricular tissue,Si-NAT10,Si-NAT10,missing,missing,
SRR24765941,41175068,12352520400,150,4230,SRX20541239,GSM7433517,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848400,SAMN35531794,simple,10090,Mus musculus,GSM7433517,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Input Sham_1,heart ventricular tissue,heart ventricular tissue,Sham,Sham,missing,missing,
SRR24765974,43084008,12925202400,150,4457,SRX20541240,GSM7433518,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848401,SAMN35531793,simple,10090,Mus musculus,GSM7433518,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Input Sham_3,heart ventricular tissue,heart ventricular tissue,Sham,Sham,missing,missing,
SRR24765940,95152732,7136454900,75,2113,SRX20541241,GSM7433519,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848402,SAMN35531792,simple,10090,Mus musculus,GSM7433519,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Sham_Ribo_1,heart ventricular tissue,heart ventricular tissue,Sham,Sham,missing,missing,
SRR24765956,100646928,7548519600,75,2232,SRX20541242,GSM7433520,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP440202,PRJNA977673,1,"",SRS17848403,SAMN35531791,simple,10090,Mus musculus,GSM7433520,"Department of Cardiology, School of Medicine, Southeast University",SRA1646545,10,2023,Makar,heart ventricular tissue,Sham_Ribo_2,heart ventricular tissue,heart ventricular tissue,Sham,Sham,missing,missing,
SRR26798670,32587185,9776155500,150,3491,SRX22495900,GSM7892698,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508872,SAMN38219980,simple,10090,Mus musculus,GSM7892698,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-0-1,primary neonatal mouse fibroblasts,,,Ad-NAT10-0h,missing,missing,primary neonatal mouse fibroblasts
SRR26798669,29068127,8720438100,150,3128,SRX22495901,GSM7892699,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508873,SAMN38219979,simple,10090,Mus musculus,GSM7892699,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-0-2,primary neonatal mouse fibroblasts,,,Ad-NAT10-0h,missing,missing,primary neonatal mouse fibroblasts
SRR26798651,26957387,8087216100,150,2912,SRX22495902,GSM7892700,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508874,SAMN38219978,simple,10090,Mus musculus,GSM7892700,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-12-1,primary neonatal mouse fibroblasts,,,Ad-NAT10-12h,missing,missing,primary neonatal mouse fibroblasts
SRR26798667,27459826,8237947800,150,2975,SRX22495903,GSM7892721,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508875,SAMN38219957,simple,10090,Mus musculus,GSM7892721,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-12-2,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-12h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798666,25769202,7730760600,150,2777,SRX22495904,GSM7892722,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508876,SAMN38219956,simple,10090,Mus musculus,GSM7892722,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-18-1,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-18h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798665,28630324,8589097200,150,3088,SRX22495905,GSM7892723,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508877,SAMN38219955,simple,10090,Mus musculus,GSM7892723,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-18-2,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-18h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798664,35241179,10572353700,150,3810,SRX22495906,GSM7892724,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508878,SAMN38219954,simple,10090,Mus musculus,GSM7892724,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-24-1,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-24h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798663,30642385,9192715500,150,3307,SRX22495907,GSM7892725,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508879,SAMN38219953,simple,10090,Mus musculus,GSM7892725,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-24-2,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-24h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798662,27114025,8134207500,150,2931,SRX22495908,GSM7892726,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508880,SAMN38219952,simple,10090,Mus musculus,GSM7892726,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-6-1,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-6h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798661,25333690,7600107000,150,2720,SRX22495909,GSM7892727,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508881,SAMN38219951,simple,10090,Mus musculus,GSM7892727,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-6-2,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-6h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798660,26164402,7849320600,150,2838,SRX22495910,GSM7892728,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508882,SAMN38219950,simple,10090,Mus musculus,GSM7892728,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-0-1,Primary neonatal mouse cardiomyocytes,,,NC-0h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798659,29881784,8964535200,150,3235,SRX22495911,GSM7892729,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508883,SAMN38219949,simple,10090,Mus musculus,GSM7892729,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-0-2,Primary neonatal mouse cardiomyocytes,,,NC-0h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798658,31147604,9344281200,150,3354,SRX22495912,GSM7892730,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508884,SAMN38219948,simple,10090,Mus musculus,GSM7892730,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-12-1,Primary neonatal mouse cardiomyocytes,,,NC-12h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798657,29812512,8943753600,150,3205,SRX22495913,GSM7892731,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508885,SAMN38219947,simple,10090,Mus musculus,GSM7892731,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-12-2,Primary neonatal mouse cardiomyocytes,,,NC-12h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798656,33005506,9901651800,150,3554,SRX22495914,GSM7892732,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508886,SAMN38219946,simple,10090,Mus musculus,GSM7892732,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-18-1,Primary neonatal mouse cardiomyocytes,,,NC-18h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798655,31093897,9328169100,150,3367,SRX22495915,GSM7892733,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508887,SAMN38219945,simple,10090,Mus musculus,GSM7892733,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-18-2,Primary neonatal mouse cardiomyocytes,,,NC-18h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798654,28291034,8487310200,150,3038,SRX22495916,GSM7892734,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508888,SAMN38219944,simple,10090,Mus musculus,GSM7892734,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-24-1,Primary neonatal mouse cardiomyocytes,,,NC-24h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798653,31007830,9302349000,150,3348,SRX22495917,GSM7892735,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508889,SAMN38219943,simple,10090,Mus musculus,GSM7892735,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-24-2,Primary neonatal mouse cardiomyocytes,,,NC-24h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798652,31103342,9331002600,150,3351,SRX22495918,GSM7892736,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508890,SAMN38219942,simple,10090,Mus musculus,GSM7892736,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-6-1,Primary neonatal mouse cardiomyocytes,,,NC-6h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798650,34405442,10321632600,150,3727,SRX22495919,GSM7892737,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508891,SAMN38219941,simple,10090,Mus musculus,GSM7892737,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-s-6-2,Primary neonatal mouse cardiomyocytes,,,NC-6h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798649,46754804,14026441200,150,5211,SRX22495920,GSM7892701,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508892,SAMN38219977,simple,10090,Mus musculus,GSM7892701,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-12-2,primary neonatal mouse fibroblasts,,,Ad-NAT10-12h,missing,missing,primary neonatal mouse fibroblasts
SRR26798648,30515217,9154565100,150,3290,SRX22495921,GSM7892702,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508893,SAMN38219976,simple,10090,Mus musculus,GSM7892702,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-18-1,primary neonatal mouse fibroblasts,,,Ad-NAT10-18h,missing,missing,primary neonatal mouse fibroblasts
SRR26798647,44805297,13441589100,150,4867,SRX22495922,GSM7892703,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508894,SAMN38219975,simple,10090,Mus musculus,GSM7892703,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-18-2,primary neonatal mouse fibroblasts,,,Ad-NAT10-18h,missing,missing,primary neonatal mouse fibroblasts
SRR26798646,25042990,7512897000,150,2683,SRX22495923,GSM7892704,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508895,SAMN38219974,simple,10090,Mus musculus,GSM7892704,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-24-1,primary neonatal mouse fibroblasts,,,Ad-NAT10-24h,missing,missing,primary neonatal mouse fibroblasts
SRR26798645,25593258,7677977400,150,2768,SRX22495924,GSM7892705,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508896,SAMN38219973,simple,10090,Mus musculus,GSM7892705,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-24-2,primary neonatal mouse fibroblasts,,,Ad-NAT10-24h,missing,missing,primary neonatal mouse fibroblasts
SRR26798644,27351105,8205331500,150,2955,SRX22495925,GSM7892706,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508897,SAMN38219972,simple,10090,Mus musculus,GSM7892706,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-6-1,primary neonatal mouse fibroblasts,,,Ad-NAT10-6h,missing,missing,primary neonatal mouse fibroblasts
SRR26798643,25721866,7716559800,150,2788,SRX22495926,GSM7892707,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508898,SAMN38219971,simple,10090,Mus musculus,GSM7892707,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-A-6-2,primary neonatal mouse fibroblasts,,,Ad-NAT10-6h,missing,missing,primary neonatal mouse fibroblasts
SRR26798642,28437063,8531118900,150,3056,SRX22495927,GSM7892708,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508899,SAMN38219970,simple,10090,Mus musculus,GSM7892708,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-0-1,primary neonatal mouse fibroblasts,,,NC-0h,missing,missing,primary neonatal mouse fibroblasts
SRR26798641,29506941,8852082300,150,3212,SRX22495928,GSM7892709,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508900,SAMN38219969,simple,10090,Mus musculus,GSM7892709,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-0-2,primary neonatal mouse fibroblasts,,,NC-0h,missing,missing,primary neonatal mouse fibroblasts
SRR26798640,27394247,8218274100,150,2984,SRX22495929,GSM7892710,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508901,SAMN38219968,simple,10090,Mus musculus,GSM7892710,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-12-1,primary neonatal mouse fibroblasts,,,NC-12h,missing,missing,primary neonatal mouse fibroblasts
SRR26798639,28767546,8630263800,150,3125,SRX22495930,GSM7892711,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508902,SAMN38219967,simple,10090,Mus musculus,GSM7892711,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-12-2,primary neonatal mouse fibroblasts,,,NC-12h,missing,missing,primary neonatal mouse fibroblasts
SRR26798638,31781646,9534493800,150,3448,SRX22495931,GSM7892712,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508903,SAMN38219966,simple,10090,Mus musculus,GSM7892712,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-18-1,primary neonatal mouse fibroblasts,,,NC-18h,missing,missing,primary neonatal mouse fibroblasts
SRR26798637,31835299,9550589700,150,3464,SRX22495932,GSM7892713,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508904,SAMN38219965,simple,10090,Mus musculus,GSM7892713,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-18-2,primary neonatal mouse fibroblasts,,,NC-18h,missing,missing,primary neonatal mouse fibroblasts
SRR26798636,31110143,9333042900,150,3362,SRX22495933,GSM7892714,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508905,SAMN38219964,simple,10090,Mus musculus,GSM7892714,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-24-1,primary neonatal mouse fibroblasts,,,NC-24h,missing,missing,primary neonatal mouse fibroblasts
SRR26798635,25002190,7500657000,150,2692,SRX22495934,GSM7892715,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508906,SAMN38219963,simple,10090,Mus musculus,GSM7892715,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-24-2,primary neonatal mouse fibroblasts,,,NC-24h,missing,missing,primary neonatal mouse fibroblasts
SRR26798634,27429315,8228794500,150,2971,SRX22495935,GSM7892716,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508907,SAMN38219962,simple,10090,Mus musculus,GSM7892716,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-6-1,primary neonatal mouse fibroblasts,,,NC-6h,missing,missing,primary neonatal mouse fibroblasts
SRR26798633,26198139,7859441700,150,2858,SRX22495936,GSM7892717,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508908,SAMN38219961,simple,10090,Mus musculus,GSM7892717,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,primary neonatal mouse fibroblasts,cf-s-6-2,primary neonatal mouse fibroblasts,,,NC-6h,missing,missing,primary neonatal mouse fibroblasts
SRR26798632,26516968,7955090400,150,2849,SRX22495937,GSM7892718,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508909,SAMN38219960,simple,10090,Mus musculus,GSM7892718,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-0-1,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-0h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798631,30021888,9006566400,150,3247,SRX22495938,GSM7892719,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508910,SAMN38219959,simple,10090,Mus musculus,GSM7892719,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-0-2,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-0h,missing,missing,Primary neonatal mouse cardiomyocytes
SRR26798668,26107342,7832202600,150,2824,SRX22495939,GSM7892720,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP440202,PRJNA977673,1,"",SRS19508911,SAMN38219958,simple,10090,Mus musculus,GSM7892720,"Department of Cardiology, School of Medicine, Southeast University",SRA1749154,11,2023,Makar,Primary neonatal mouse cardiomyocytes,cm-A-12-1,Primary neonatal mouse cardiomyocytes,,,Ad-NAT10-12h,missing,missing,Primary neonatal mouse cardiomyocytes
