Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,chip antibody,treatment,geo_loc_name,collection_date
SRR23939356,72099050,15702117410,108,5173,SRX19748713,GSM7111040,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114410,SAMN33861887,simple,9606,Homo sapiens,GSM7111040,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC MAF1 KD RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",MAF1 KD CRISPRi,missing,missing
SRR23939355,86229444,18803565525,109,6292,SRX19748714,GSM7111041,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114411,SAMN33861886,simple,9606,Homo sapiens,GSM7111041,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC MAF1 KD RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",MAF1 KD CRISPRi,missing,missing
SRR23939354,86098574,18781208217,109,6361,SRX19748715,GSM7111042,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114412,SAMN33861885,simple,9606,Homo sapiens,GSM7111042,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC MAF1 ctrl RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939353,31700275,6911903704,109,2297,SRX19748716,GSM7111043,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114413,SAMN33861884,simple,9606,Homo sapiens,GSM7111043,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC MAF1 ctrl RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939352,70440589,15350896465,109,5147,SRX19748717,GSM7111044,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114414,SAMN33861883,simple,9606,Homo sapiens,GSM7111044,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC MAF1 KD RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",MAF1 KD CRISPRi,missing,missing
SRR23939351,77231700,16846269068,109,5549,SRX19748718,GSM7111045,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114415,SAMN33861882,simple,9606,Homo sapiens,GSM7111045,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC MAF1 KD RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",MAF1 KD CRISPRi,missing,missing
SRR23939350,80812139,17640861640,109,5911,SRX19748719,GSM7111046,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114416,SAMN33861881,simple,9606,Homo sapiens,GSM7111046,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC derived MAF1 ctrl RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939349,30599758,6656117227,108,2190,SRX19748720,GSM7111055,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114417,SAMN33861872,simple,9606,Homo sapiens,GSM7111055,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC Pro-TGG upstream edit RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",Pro-TGG-1-1 upstream edit CRISPR,missing,missing
SRR23939348,30287901,6613593724,109,2178,SRX19748721,GSM7111056,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114418,SAMN33861871,simple,9606,Homo sapiens,GSM7111056,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC Pro-TGG upstream edit RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",Pro-TGG-1-1 upstream edit CRISPR,missing,missing
SRR23939347,34271870,7468980000,109,2471,SRX19748722,GSM7111057,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114419,SAMN33861870,simple,9606,Homo sapiens,GSM7111057,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC Pro-TGG upstream edit RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",Pro-TGG-1-1 upstream edit CRISPR,missing,missing
SRR23939346,28173190,6126549880,108,2007,SRX19748723,GSM7111058,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114420,SAMN33861869,simple,9606,Homo sapiens,GSM7111058,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC RPC7a ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC7α/POLR3G antibody (Santa Cruz, #sc21754)",WT,missing,missing
SRR23939345,33137234,7220499610,108,2364,SRX19748724,GSM7111059,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114421,SAMN33861868,simple,9606,Homo sapiens,GSM7111059,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC RPC7a ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC7α/POLR3G antibody (Santa Cruz, #sc21754)",WT,missing,missing
SRR23939344,58112790,12622287719,108,4194,SRX19748725,GSM7111060,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114423,SAMN33861867,simple,9606,Homo sapiens,GSM7111060,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1630878,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC RPC7a ctrl RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939343,65067136,14161082365,108,4673,SRX19748726,GSM7111061,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114422,SAMN33861866,simple,9606,Homo sapiens,GSM7111061,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1630878,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC RPC7a ctrl RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939342,62249136,13517266916,108,4458,SRX19748727,GSM7111062,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114424,SAMN33861865,simple,9606,Homo sapiens,GSM7111062,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1630878,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC RPC7a KD RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",RPC7a KD CRIPSRi,missing,missing
SRR25939216,74537018,16278680740,109,5064,SRX21658036,GSM7696003,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS18826210,SAMN37312542,simple,9606,Homo sapiens,GSM7696003,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1706930,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC H3K9me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"Tri-Methyl-Histone H3 (Lys9) (Cell Signaling Technology, #13969)",WT,missing,missing
SRR25939215,80831019,17647658230,109,5555,SRX21658037,GSM7696004,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS18826211,SAMN37312541,simple,9606,Homo sapiens,GSM7696004,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1706930,10,2023,Nedialkova,kucg-2 hiPSC,NPC H3K9me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"Tri-Methyl-Histone H3 (Lys9) (Cell Signaling Technology, #13969)",WT,missing,missing
SRR25939214,75643034,16523663640,109,5320,SRX21658038,GSM7696005,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS18826212,SAMN37312540,simple,9606,Homo sapiens,GSM7696005,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1706930,10,2023,Nedialkova,kucg-2 hiPSC,Neurons H3K9me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human mature neurons,"Tri-Methyl-Histone H3 (Lys9) (Cell Signaling Technology, #13969)",WT,missing,missing
SRR25939213,65353550,14270246792,109,4662,SRX21658039,GSM7696010,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS18826213,SAMN37312539,simple,9606,Homo sapiens,GSM7696010,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1741199,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC Pro-TGG upstream edit BRF1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"BRF1 (Abcam, ab264191)",Pro-TGG-2-1 upstream edit CRISPR,missing,missing
SRR25939212,68648862,14989211282,109,4791,SRX21658040,GSM7696011,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS18826214,SAMN37312538,simple,9606,Homo sapiens,GSM7696011,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1706930,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC Pro-TGG upstream edit BRF1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"BRF1 (Abcam, ab264191)",Pro-TGG-2-1 upstream edit CRISPR,missing,missing
SRR25939211,64534453,14087227603,109,4518,SRX21658041,GSM7696012,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS18826215,SAMN37312537,simple,9606,Homo sapiens,GSM7696012,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1706930,10,2023,Nedialkova,kucg-2 hiPSC,NPC Pro-TGG upstream edit BRF1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"BRF1 (Abcam, ab264191)",Pro-TGG-2-1 upstream edit CRISPR,missing,missing
SRR25939210,44920325,9786094857,108,3062,SRX21658042,GSM7696013,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS18826216,SAMN37312536,simple,9606,Homo sapiens,GSM7696013,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1706930,10,2023,Nedialkova,kucg-2 hiPSC,NPC Pro-TGG upstream edit BRF1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"BRF1 (Abcam, ab264191)",Pro-TGG-2-1 upstream edit CRISPR,missing,missing
